Gene.symbol	logFC	adj.P.Val
Pbx3	1.054373242	0.020056754
Casp12	1.132005603	0.020164917
Ror2	1.712220292	0.020164917
Abcb1a	1.410764662	0.020516366
Igf2bp2	-1.025750681	0.021224775
Rdh10	0.983937867	0.021266986
	1.33268022	0.02126757
Ypel2	0.839934334	0.02126757
Lgals1	-1.356092236	0.021364834
Rdh10	1.052378663	0.021600685
Anxa6	-0.978967154	0.021600685
	1.789842193	0.021600685
Celf5	1.29686495	0.021600685
Lcorl	-0.822363713	0.021681485
Slc29a3	-0.93484912	0.021681485
Arhgef26	1.232144767	0.021682012
Ptgfrn	1.805677853	0.023119997
Evc	0.977075608	0.023218128
Igf2bp2	-1.342086065	0.023414464
Gata1	-1.155549125	0.023414464
Ccnj	0.805965212	0.023670165
B3galt1	2.558124879	0.024322284
Ldhd	0.851584965	0.024322284
Gm38426///Dnase2a	0.875582049	0.024853821
Syk	-0.854776702	0.02486806
Anxa6	-1.13381535	0.025227579
C330006P03Rik///Homer1	0.918439195	0.025227579
Orc1	-1.039531765	0.025398153
Syncrip	-1.123420177	0.025500865
Epcam	1.318538054	0.025517944
Rassf10	1.919867731	0.025806933
3110047M12Rik	2.43925659	0.026153252
Etl4	1.139826756	0.026153252
Sfrp1	1.193265214	0.026153252
Fads3	1.081581316	0.026362395
Jakmip1	-1.640579418	0.026698974
Kcnk12	-1.292699064	0.026865563
Dennd5b	1.492734458	0.027161885
Serpinb6a	1.053708807	0.027246409
Itga6	0.829595016	0.02754771
Mx1	-1.027594074	0.02783738
Ets1	0.947659836	0.028579945
Zswim5	1.426478097	0.028579945
Lgals1	-1.451597144	0.028633361
Mgst1	-1.094032918	0.028633361
Cdcp1	0.756520284	0.028633361
Ptger3	0.807938948	0.028787208
Cdk5rap1	-1.251658361	0.028796594
Enkur	1.258228849	0.028796594
AI504432	-0.904712324	0.028796594
Chac2	0.844242915	0.028796594
Il15	-0.898251663	0.028796594
Tnfsf10	0.882228191	0.028796594
Pgr	2.05387102	0.028796594
Hnf4a	-1.481861914	0.028796594
Ntf3	2.741950037	0.028796594
Fhdc1	0.952587236	0.028796594
Bbof1	1.361489423	0.029022421
Id2	1.390202781	0.029297856
Csf2rb	-1.596007991	0.029297856
Matn4	2.246731796	0.029297856
Map2k7	-1.070122901	0.029297856
Tbl1x	-0.93219102	0.029297856
Cd37	-0.928908862	0.029944247
Col4a2	-1.086592519	0.030149014
Cpne8	1.230996861	0.030656334
Prcp	0.996204137	0.031182758
Ints6	1.761944071	0.03127156
Antxr2	-0.981010747	0.031293421
	1.749950559	0.031484801
Dock9	1.425585832	0.032009413
Wwp2	0.840196676	0.032014315
Tmem254a	0.920459653	0.03215662
Mrpl15	-0.871579587	0.032309703
	1.074513524	0.032309703
Zfp932	1.292611412	0.032336508
Srd5a1	1.169900757	0.032336508
Mllt3	0.9916927	0.032336508
Vldlr	1.310037521	0.032399747
Slamf1	0.882014603	0.033425121
Ffar2	1.438585435	0.033425121
Fam46c	1.02109086	0.033425121
Pdgfd	1.267927736	0.033631333
LOC100503923///Gm15433///LOC100041903///Gm2666///Gm7609///Csprs	3.406527856	0.033631333
Rnf220	-1.162414985	0.034678314
Snhg14	1.723708004	0.03552781
Itga4	-1.237487486	0.035688239
Asb4	1.653200293	0.036100539
Btnl9	-1.428492041	0.036614407
Armcx4	-0.945554301	0.036891347
Maf	1.73415829	0.037083958
Pcdhb16	1.776795284	0.037083958
Mtm1	0.811994465	0.037471129
Prune2	1.230631793	0.037712196
Isg15///Gm9706	-1.343150071	0.037712196
Cd200r4	1.857802733	0.038133562
Dnmt3a	-0.921889587	0.038792925
Ets1	0.938415012	0.038792925
Snx24	0.684511681	0.038792925
Sh3bgrl2	1.247925023	0.038792925
Xrn2	-0.913862575	0.038792925
Slc7a7	1.464819252	0.039296259
Gm14085///Slc28a2	-0.920420936	0.03938139
Gpld1	1.030513348	0.039545851
Myof	0.839548981	0.039545851
Cd48	-1.356808114	0.039545851
Prnp	0.815446268	0.039545851
Ocln	1.092590414	0.039661949
Card10	0.793359016	0.039841717
6030498E09Rik	-2.212249343	0.040111836
Jade1	-0.734876043	0.040152127
Efna1	0.949314043	0.040285748
Rasl11b	-0.877895998	0.040768564
Cytip	0.752023043	0.040768564
Cdc14a	0.756875901	0.041239627
Peli2	-1.001570048	0.041244765
A630033H20Rik	0.796811389	0.041380867
Lamp2	0.773787132	0.042152271
Ms4a6c	-1.25328191	0.042375112
Ypel2	0.771372046	0.042375112
C030034E14Rik	1.376744518	0.042452251
Abcb1b	1.129468177	0.042452251
Ptger4	1.330217673	0.042452251
Rgmb	1.089954461	0.0426593
Gpr146	0.788056783	0.0426593
Marveld2	0.715288346	0.0426593
Rab34	1.34178953	0.0426593
	2.641669543	0.043134998
Phlda2	-1.016788464	0.045222987
Slc16a7	-0.788297877	0.045950221
Lst1	-1.099944775	0.045964868
AW011738	-0.832448801	0.046041581
Ndn	0.700610494	0.046159788
Cebpd	1.243171539	0.046159788
Nt5c3	0.719818675	0.046159788
Mbp	-0.709486515	0.046180378
Mmp14	0.875494855	0.046395621
1700112E06Rik	0.884812451	0.046878725
Nxpe4	1.718211787	0.046878725
Procr	0.666536947	0.047125775
Clec4n	1.397509333	0.047226677
Cldn12	0.720439646	0.047226677
Ndrg1	0.737435692	0.047541789
Cpeb2	0.728962337	0.048018464
Tm6sf1	-0.80518081	0.048018464
Ptger4	0.955079336	0.048185751
Rnase6	-1.821246732	0.048185751
Ndrg1	0.730531627	0.048185751
Lamp2	0.658502503	0.048185751
Col18a1	1.02148108	0.048185751
Gimap7	-1.410453537	0.048185751
Fzd4	-0.809550314	0.048185751
Ipcef1	-0.904987305	0.048185751
Dmxl2	0.776490468	0.048296977
Sema6d	0.94140602	0.048296977
St3gal1	0.809297706	0.048578583
Mamdc2	-0.814999793	0.049396577
Ctso	0.804043443	0.049606345
