Gene.symbol	logFC	adj.P.Val
Mir142///Mir142hg	-2.706378263	0.019814904
Scn7a	-0.392611249	0.019814904
Ube2j1	1.638380726	0.019814904
Atad3a	-2.246798025	0.019814904
Abhd10	-0.667541514	0.019814904
Golga4	2.064690807	0.019964798
Slc6a6	2.827759437	0.020096541
Med16	-2.178555023	0.020096541
Bzw1	4.047493211	0.020096541
Ola1	3.012750457	0.020096541
Sumo1	1.060657056	0.020096541
2900097C17Rik	0.87840457	0.020096541
Eif2s3x	1.087649905	0.020096541
Luc7l3	-1.288232068	0.020153308
4933413G19Rik///Pebp1///Foxm1	-1.455132506	0.020209031
Zfp526///9130221H12Rik	-1.378103805	0.020304482
Mrpl50	1.086584118	0.02033379
Ddit3	-2.57149248	0.02033379
Tmod3	1.358380252	0.02033379
Tceb2	-2.579619649	0.02033379
Atf2	0.549718477	0.02036297
Psenen	-1.371859424	0.020367213
Ppan	-1.77133609	0.02042236
Supt20	-1.96132256	0.02042236
Elovl6	0.587913387	0.02042236
Zfp148	-2.277088243	0.02042236
Smc6	1.795740864	0.02042236
Ppp4r2	1.135684818	0.02042236
Commd1	-0.721340444	0.02042236
Uhrf1bp1l	1.93869719	0.02042236
Hs6st1	3.912944422	0.02042236
Golph3	2.822637705	0.02042236
Sf3b5	-2.828099527	0.02042236
Topbp1	0.58720711	0.02042236
Msmo1	2.470456362	0.02042236
Gm2036///1810037I17Rik	-1.546451089	0.02042236
Mmp2	-3.458437128	0.02042236
Gm10015///Gm10705///Gm10145///Gm5858///Ube2l3	1.148691944	0.02042236
Sdpr	4.626608676	0.02042236
Cct7	1.198892386	0.02042236
Ythdf2	0.68512418	0.02042236
Itgb1	3.614914465	0.020423362
Gabarapl1	0.995531893	0.020517176
Tjap1	-1.332577867	0.020517176
Pclo	2.418967766	0.02063962
Vim	-1.108402318	0.02063962
Necap2	-1.393166784	0.02063962
Aph1a	-2.247911579	0.02063962
Stk11ip	-0.610455919	0.02063962
	-3.071252789	0.02063962
Hmha1	-1.780111378	0.02063962
Fuca1	-0.364107179	0.02063962
Pex11a	2.674796663	0.02063962
Elovl5	1.861298792	0.02063962
D16Ertd472e	-0.714995248	0.02063962
Trim12a	-1.138903171	0.02063962
Flii	-1.187602767	0.02063962
Trp53rka	1.06613511	0.02063962
Pkm	1.546144021	0.02063962
Rpl35	-1.34946179	0.02063962
Cnppd1	-0.612134375	0.02063962
Sdcbp	1.936913154	0.02063962
Fam65a	-1.726831813	0.02063962
Kansl1	1.812739941	0.02063962
Mat2b	3.504966007	0.02063962
Gm44505///Zfp91///Cntf	-0.449433906	0.02063962
A230050P20Rik	-3.156140201	0.02063962
Anapc15	-0.981429086	0.02063962
Mydgf	0.818307119	0.02063962
Afg3l1	-0.437391119	0.02063962
Cox15	-0.904813847	0.02063962
Get4	-0.758143246	0.02063962
Vps11	-1.540894131	0.02063962
Fam189b	-1.365072112	0.02063962
Wwp2	-0.358662489	0.02063962
Zfp68	-0.773680293	0.02063962
Mettl17	-1.599179053	0.02063962
Hmces	-1.154454753	0.02063962
Atxn7l3b	-2.123255565	0.02063962
Idh3a	0.572465488	0.02063962
Aldh1a1	4.115193297	0.02063962
Rbl2	1.334083344	0.02063962
Coro1a	-1.823468654	0.02063962
Wdr33	1.833075922	0.02063962
Dhx16	-1.100837963	0.02063962
Vill	-1.795217848	0.02063962
Chkb	-1.591810619	0.02063962
Pask	-0.53430342	0.02063962
Wdr46	-0.84964839	0.02063962
Prodh	-1.254593047	0.02063962
Chmp1a	1.602685003	0.020699918
Opa3	-0.797423428	0.020699918
Kctd5	2.593603356	0.020718189
Luc7l	1.32008678	0.02074438
Stam	1.605686271	0.020842913
Pls3	2.449818505	0.020856862
Mmp14	1.761173315	0.020954752
	-5.851180498	0.020986792
Surf6	0.807469422	0.02101828
Sirt2	-1.410772052	0.02101828
	-0.386079637	0.021048656
Tacc3	-2.728745552	0.021090996
Stx7	0.961183431	0.021124688
Spcs3	1.215184214	0.021167832
Klf9	0.587518276	0.021167832
H2-Q9///H2-Q7	-0.91999494	0.021167832
Nudt4	3.306296316	0.021167832
Rab2b	0.918592024	0.021167832
Tspan6	1.390001535	0.021167832
Zranb1	-2.185754714	0.021258415
Tm2d3	2.093983045	0.021280402
LOC102641923///Srsf1	2.682489297	0.021339012
D930016D06Rik	-1.969319106	0.021380246
Fgfr1op2	0.485831324	0.021380246
Rab26os	-0.622172489	0.021425408
Map6	-0.329630567	0.021429992
Clk3	-1.820962695	0.021429992
Khdrbs1	0.362198451	0.021429992
Echdc1	1.737288384	0.021429992
Armcx3	1.725195033	0.021451069
Plscr2	4.386225148	0.021451069
Mef2d	-1.419341971	0.021451069
Ifnar2	-2.422854964	0.021451069
Zpr1	-1.122130349	0.021454382
Klf10	1.352659114	0.021496952
Stat4	1.99885375	0.021496952
Card19	-1.334598544	0.021496952
Timm10b	-1.777706958	0.021539244
Tsc22d1	1.968507779	0.021539244
Vapa	1.253783017	0.021539244
Mis18bp1	0.648886746	0.021595588
Akr1d1	-0.346078057	0.021595588
Ap1g2	-2.887863293	0.021747132
Sp1	-0.598400745	0.021747132
Gm8842///Gm8841///Gm10420///Gm6139///Rps2	-0.521376134	0.021757333
Edem2	-2.111364339	0.021779488
Elp3	0.455422887	0.021779488
Hook2	-1.925373682	0.021779488
Stk19	-1.140637177	0.021779488
Dag1	0.919846807	0.021779488
Scaf11	3.109351562	0.021779488
Tnip1	-1.530224507	0.021779488
Mrpl28	-1.967849109	0.021779488
Aldh9a1	2.267415467	0.021779488
Ddhd2	-1.347661008	0.021779488
Unc45a	-1.348534299	0.021779488
Cct3	4.697152987	0.021812729
Sppl3	-2.822741084	0.021812729
Becn1	1.177118455	0.021812729
Nisch	-1.648492294	0.021895661
Ndufs8	-2.983427048	0.021895661
Acly	0.579630962	0.021914257
Zfp207	-1.52722872	0.021914257
Ptprv	-1.608429289	0.021914257
9430015G10Rik	-1.094209058	0.021938624
Pan2	-0.92413241	0.021993406
Bcl10	1.446698299	0.022354026
Mesdc2	1.958225421	0.022354026
Tle3	1.579033588	0.022401232
Tfg	1.316856783	0.022406225
Satb1	-1.337157762	0.022406225
Nr4a2	1.813173601	0.022406225
Gja1	4.085072966	0.022407344
Tnfaip8	2.264622138	0.022473235
Dnajb6	1.492230555	0.022476195
Mrpl33	-0.997444308	0.022487479
Hagh	-1.057586963	0.022519679
Gm15583///Zbed4	0.650270475	0.022572801
Foxp1	-1.291792326	0.022579461
Rab2a	1.08725844	0.022579461
Kcnn4	-1.20853568	0.022579461
Ppp2r2d	-1.053040697	0.022579461
Hspa5	1.368481428	0.022579461
Gfpt2	2.419624414	0.022579461
Hes1	3.400720374	0.022579461
Lgals8	0.976131857	0.022590512
Tead2	-2.038021259	0.022590512
Dus1l	-2.029494671	0.022590512
Poglut1	1.750654899	0.022590512
Ndfip1	1.637645079	0.022590512
Rnf146	0.577546759	0.022590512
Pgam1	0.786465109	0.022590512
Scyl1	-2.068964339	0.022590512
Zfp455	-0.392532895	0.022590512
Ccnd2	-1.395815891	0.022590512
Psen1	0.592272191	0.022590512
Sec62	1.398015259	0.022590512
Ndufb11	-0.512600483	0.022590512
Nek9	-0.56670978	0.022590512
Zbed6///Zc3h11a	-2.329335153	0.022652078
Ptpn9	0.411414699	0.022652078
Emilin1	-2.927380925	0.022726338
Mrpl3	-1.293982053	0.022726338
B3gat3	-1.793612247	0.022726338
Scrib	-1.152984463	0.022726338
Colgalt1	0.62537343	0.022726338
Hnrnpf	1.943757753	0.022726338
Fam63a	-1.262731552	0.022726338
Scaf11	0.299459915	0.022726338
Fermt3	-1.198337437	0.022749671
5830411J07Rik	-0.438954019	0.022749671
Ibtk	2.485698523	0.022749671
Tardbp	-0.614250164	0.022749671
Sell	1.021864587	0.022881138
Gm20559	-1.568117263	0.022908478
Pck2	-1.427670359	0.022908478
Agfg1	1.54152284	0.022990625
Map4k4	-1.251689903	0.022990625
Nlgn2	-0.90590805	0.022990625
Csnk2a2	-1.421882383	0.022990625
Mtmr6	2.762589912	0.023018151
Nr4a1	0.380753379	0.023018151
Atxn2	0.774120612	0.023040202
Atxn10	1.533752188	0.023107329
Enpp1	0.417794334	0.023213972
Cd274	1.550366234	0.023376759
Cbfa2t3	-0.541213389	0.023376759
Rnf126	-0.366185918	0.023376759
Rpgrip1	-0.458540308	0.023441663
Nrgn	1.241012702	0.023457498
Arf4	1.978845166	0.02357557
Rxrb	-0.764342672	0.023727666
Trp53inp2	-1.445229224	0.023727666
Rhno1	-2.154360332	0.023727666
Vamp4	-0.44005676	0.023728547
Ywhaz	1.124216862	0.023868096
Suv420h2	-1.411219955	0.023868096
Gnpda2	0.542671371	0.023964207
Uchl5	1.991761973	0.024020363
Lsm10	-2.350688283	0.024020363
Htra2	-1.14406219	0.024020363
Mthfr	-1.81206097	0.024053306
Aldh9a1	-1.223362801	0.024078526
Asph	0.805304743	0.024078526
Zfp790	1.012570945	0.024078526
Msn	2.080325805	0.024078526
Dnpep	-1.531565556	0.024078526
Gna13	1.759637888	0.024078526
Eng	-1.682356662	0.024100316
Tarbp2	-1.742491604	0.024100316
Zfyve19	-0.850681522	0.024100316
Atad3a	-2.478763	0.024148734
Nmnat3	0.404872859	0.024148734
Dtx2	-1.647407652	0.024202747
Srf	1.585686185	0.024202747
Ugcg	2.306877928	0.024202747
Tmem160	-1.430646873	0.024214147
Gm12657///Gm6749///H3f3c///Gm10257///H3f3b///H3f3a	0.738515316	0.024214147
Aftph	1.804077639	0.024310967
Rnmt	1.099868771	0.024370054
Akr1b10	-2.717712137	0.024446682
Rac1	2.606438115	0.024537106
C76554	-2.219682706	0.024566075
Lemd2	-1.769934245	0.024764815
Slf1	-0.541126031	0.024764815
Actr3	2.516503047	0.024764815
Stat3	1.246085404	0.024764815
Hsp90b1	1.541700525	0.024764815
Fermt3	-1.726975107	0.024764815
Dleu2	-0.722043554	0.024764815
Stub1	-1.424696744	0.024773205
Kpna1	1.213151049	0.024773205
Krcc1	2.474326252	0.024773205
Rad54l	-1.972849694	0.024786424
Psat1	1.300157138	0.024786424
Hnrnpr	1.179689713	0.024957938
Mob1a	1.168781863	0.025016116
Ptcd2	-1.759210458	0.025016116
	-0.703581686	0.025016116
Arhgap9	-2.437791227	0.025016116
Cep350	1.399428044	0.025016116
Gm12191///Gm7429///Gm6570///Gm6109///Gm5481///Rpl30	0.420820724	0.025016116
Ddx27	-2.559883031	0.025016116
Mrps26	-1.873512755	0.025016116
Srpk2	1.822876042	0.025040046
Ythdf1	1.768587211	0.025040046
Kpna2	1.585830943	0.025040046
Creb3	-0.395888293	0.025040046
Hspa14	-0.755490442	0.025040046
Med12	-1.582605923	0.025040046
Actg1	0.773168543	0.025040046
Ttc13	-0.966709733	0.025040046
Atg16l1	-1.868606459	0.025040046
Ptpn21	0.652552409	0.025040046
Atp8a1	2.932136918	0.025040046
Tars2	-0.715859519	0.025040046
Mtmr9	-1.349264245	0.025040046
Man1a	1.916692883	0.025040046
Lxn	-1.699854414	0.025040046
Fkbp15	-0.505050446	0.025040046
Ywhae	2.337188356	0.025040046
Nsa2	1.200266513	0.025040046
Tmem47	2.474168437	0.025040046
Nagk	-2.129897166	0.025040046
Vps11	-1.579459187	0.025040046
Ythdf1	2.58479565	0.025040046
Capzb	0.618816999	0.025040046
Ptbp3	1.224589723	0.025040046
7-Sep	1.378081517	0.025040046
Ptp4a2	2.062995601	0.025040046
Skp2	-2.459878548	0.025040046
Tchh	-0.298480915	0.025040046
Emb	1.273899879	0.025040046
Zfhx3	-2.884989416	0.025040046
Aqp7	-0.286761768	0.025040046
	-0.630001578	0.025040046
Atxn7l3b	-2.28515812	0.025040046
Tomm34	-1.073828432	0.025040046
Seh1l	2.336561641	0.025040046
Acly	-0.261854343	0.025040046
Ppp5c	-2.549001219	0.025040046
Rgcc	-1.554008106	0.025040046
Hars	-1.106357485	0.025040046
Cdk9	0.262514901	0.025040046
Zfp276	-1.241264924	0.025040046
Dusp16	1.794742107	0.025040046
Pelp1	-2.941371751	0.025040046
Wdr5	-0.496726228	0.025040046
Itpr1	1.601866057	0.025040046
Slc2a3	0.257616649	0.025040046
Metap1d	-1.519719077	0.025040046
Tfec	1.949824175	0.025040046
Csnk2a2	-2.094629257	0.025040046
Gadd45a	2.264145835	0.025040046
Hnrnpu	3.819754567	0.025040046
Prpf40b	-2.25135311	0.025040046
Sdcbp	1.60736006	0.025040046
Sssca1	-4.142313603	0.025053142
Dgkz	-1.181781068	0.025078634
Cacul1	2.008999933	0.025078634
Desi1	0.286017933	0.025078634
Cxcl12	-1.408278511	0.025128114
Trim16	0.425123322	0.025132077
Ubxn4	-0.733669858	0.025171958
Klrb1b	-0.509566149	0.025232993
Arl6ip4	-1.679026651	0.025232993
Ldhb	-0.369311212	0.025238088
Rps15	-2.608919899	0.025325756
4931406C07Rik	2.853651859	0.025340513
Serf2	-1.855296866	0.025340513
Anxa6	-3.253743483	0.025385582
Arhgap9	-2.750617364	0.025429599
Akt1	-0.803814621	0.025515591
Bax	-0.673283489	0.025515591
Tm7sf2	-1.211105159	0.025527241
Hnrnpk	1.211735789	0.02558
Vps16	-1.517685532	0.02562672
Znrf2	0.523671721	0.025639516
Eif4a1	1.119754135	0.025639516
Capza2	1.299819623	0.025639516
Fech	2.325992651	0.025639516
Utrn	5.3303758	0.025639516
Nup133	-1.711672229	0.025639516
Atp6v0c	0.946595099	0.025639516
Glrb	-0.344118237	0.025639516
B4galt3	-1.644654548	0.025664096
Bambi	-1.018718752	0.025685377
Sft2d1	-1.083461981	0.025685377
Mtmr9	1.127191521	0.025790039
Rps15	-3.277062177	0.025790039
Tceb1	0.753926134	0.025790039
Esm1	-0.352291197	0.02579184
Gfer	-1.374785404	0.02579184
Hoxa5	-1.932298988	0.02579184
2610524H06Rik	-1.361816385	0.02579184
Dnajc5	-0.486817562	0.02579184
Hnrnpf	2.439612017	0.025817798
Tgs1	1.637058888	0.025817798
Hsd17b12	2.381356471	0.025821464
Tfip11	-1.290726924	0.025992861
Mtpn	1.63508598	0.0260534
Bag6	-1.692720321	0.0260534
Slc38a1	1.065888351	0.0260534
Efhd2	0.615136115	0.0260534
Klra1	-0.317054905	0.0260534
Serf2	-1.979218469	0.0260534
Ywhaq	1.942617098	0.026159043
Parp2	-0.69362134	0.026172629
Man2b1	-2.79354777	0.026172629
Fhl1	1.970342487	0.026201967
F2r	0.89846855	0.026239856
Pik3cg	-1.677399187	0.026239856
BC147527	-0.804456132	0.026239856
Crem	1.025900344	0.026247144
Mepce	-0.394606896	0.026247144
Pura	-3.178264953	0.026247144
Pkn1///Ptger1	-2.433086309	0.026247144
Chmp6	-2.007369689	0.026247144
Syncrip	0.818382713	0.026247144
Mapre1	0.654290786	0.026247144
Slc44a2	-1.013555201	0.026247144
Ankrd40	0.439574611	0.026247144
Rnf145	2.494399693	0.026309037
Slc45a3	0.427411791	0.026309037
Kctd20	1.737230997	0.026418795
Smad4	-1.675876296	0.026459473
Acadl	2.096306919	0.02661313
Abi1	1.911705312	0.026651909
Tor2a	-0.910434221	0.026651909
Ube2d2a	0.551085098	0.026665246
Vars	-1.95465095	0.026665246
Ywhae	2.445804039	0.026665246
2700079J08Rik	-2.061801823	0.026665246
Adi1	1.728681004	0.026665246
Nub1	0.482585736	0.026665246
Usp19	-1.749719943	0.026665246
Zfp445	1.623572478	0.026665246
Thoc2	2.514696075	0.026665246
Matn2	-0.389585814	0.026665246
Nupr1	0.844994579	0.026665246
Gps1	-1.516028876	0.026665246
Aif1l	-0.249588474	0.026665246
Erp44	1.713067352	0.026665246
Ttc28	-1.281958165	0.026665246
Plekha5	2.746827139	0.026665246
Cyp27a1	-0.36033693	0.026665246
Dym	0.899780707	0.026665246
Kat6a	0.609819019	0.026735504
Mrps9	-1.212460378	0.026735504
Safb2	-1.446817785	0.026735504
Kif5b	2.753450739	0.026740369
Polg	-1.562762489	0.026740369
Wdr54	-0.450722984	0.026740369
