external_gene_name	logFC	FDR
Fam163a	1.337813534	0.010202525
Lpl	1.331267685	1.11E-14
Gata3	0.479905951	0.01586875
Lama5	0.762285004	0.0071012
Arnt2	1.227643768	0.042038918
Eps8	0.436963068	0.01947203
Cd5l	-1.309978594	1.37E-05
Ncapg	-0.441568851	0.020245622
Dstn	0.697761053	0.001738842
Lbp	0.533670088	0.005574311
Syt14	0.728995955	0.044126106
Pls3	0.640715575	0.00224626
Cd34	-0.859492472	2.03E-05
Dyrk3	0.498593073	0.010927362
Il10	2.662971637	0.000579365
Lamp2	0.988843605	0.000266031
Sulf1	-2.056942425	9.37E-05
Matn4	2.755122223	1.06E-69
Slpi	2.044328072	1.15E-06
Rbpjl	2.651250193	6.80E-19
Sdc4	1.163708322	3.04E-07
Il13ra1	1.447944797	0.008423008
Rnd3	1.346421782	6.78E-07
Brca1	-0.649944976	0.005316057
Cd300lg	1.51086763	0.025237181
Traf4	-0.509423474	0.022054736
Pipox	-2.089370137	0.002308069
Cdc6	-0.699001778	2.38E-05
Atad5	-0.618071903	0.005222663
Cd40	2.153814558	0.000502158
Zfp334	1.44496581	6.02E-09
Birc5	-0.537700138	0.002648053
Wfdc2	0.650805862	0.04477145
Slc12a4	-0.767792956	0.003381541
Mybl2	-0.87201523	9.27E-05
Hnf4a	-1.634275057	7.06E-20
Ikzf3	1.137595233	0.020714017
Vmp1	1.045442321	3.93E-09
Gpx3	1.014272636	1.14E-05
Anxa6	-1.048762928	5.68E-10
Il12rb2	-1.913287901	1.99E-15
Cuedc1	-0.459856706	0.038805045
Dhx40	0.826659159	6.48E-05
1700125H20Rik	2.726528608	0.00032176
Adora2b	1.046266855	0.005921851
Slc2a4	-1.107338993	0.037102806
Dnah11	-1.076680395	0.025970994
Sparc	-2.400619464	3.03E-20
Fxr2	-0.440013741	0.039336879
Abca5	0.532884336	0.003766635
Lsp1	-0.399840537	0.022363264
Avpi1	0.641600102	0.011908201
Alox12e	1.783145692	0.035652718
Cxcl16	1.020903082	0.002331698
Ccl6	1.462553283	0.009412541
E2f2	-0.410655791	0.047514619
Aldh3a1	3.242774982	4.94E-25
Ccl9	1.747171632	4.61E-05
Ahr	0.631921187	0.0024001
Dpep1	-1.392181474	0.002580029
Grb7	2.249697036	1.17E-07
Gdpd2	-1.283312551	0.022630565
Gyg	0.471186423	0.027464637
Slc6a8	1.188406433	0.000128426
Cyb561	1.045329845	0.000140987
Sema6a	2.056072442	3.30E-05
Fbxo5	-0.572911093	0.002878532
Tube1	-0.554724761	0.034683461
Lama4	0.766770584	0.011372783
Perp	1.708391003	6.65E-09
Smpdl3a	0.52365558	0.03646611
Reep3	0.470477952	0.021137576
Serinc1	0.500922235	0.038410057
Ptprk	2.221864924	1.24E-35
Dcbld1	0.690297366	0.029198667
Slc6a15	0.665084131	3.04E-05
Cdk1	-0.406544125	0.019716994
Sgk1	1.392433409	3.90E-09
Enpp3	-1.778095309	0.00431026
Stx7	0.454069797	0.012392519
Hal	1.289165299	0.031954071
Ntn4	1.610872775	4.61E-14
Fgd6	-1.12756458	0.001685553
Socs2	-1.488764232	2.53E-13
Tcp11l2	0.616707352	0.001202958
Timp3	1.372158861	3.71E-16
Igf1	-1.427012345	4.16E-07
Sycp3	-1.522498645	0.021238262
Fam241b	1.047159917	0.001774281
Pald1	-1.407680219	0.002610252
Plek	0.753840697	0.000985182
Elane	0.979358882	0.01907397
Apc2	0.663174566	0.001038167
Lgr5	1.117295238	0.000259155
Kcnmb1	1.486501275	0.016671879
Tcf3	-0.473359498	0.019125714
Cpm	0.916453214	0.000868619
Csrp2	0.564341433	0.013352446
Irak3	0.445260047	0.013539087
Fzr1	-0.379497432	0.045059907
Col6a2	-1.525670129	6.68E-05
Glt8d2	0.845956847	0.01832506
Rel	-0.509757551	0.009853378
Il9r	-1.829650924	2.01E-05
Nsg2	-1.6557227	0.002022497
Asb3	0.497465396	0.045908639
Chac2	0.85498025	0.002176201
Erlec1	0.428095512	0.026542757
Ccng1	0.493862242	0.019534792
Hmmr	-0.581058059	0.023361003
Acsl6	-1.54705519	0.00057238
Nefh	-0.804770753	0.005087508
Tnip1	-0.479443949	0.021251457
Igfbp3	-1.045944415	0.041256153
Efemp1	1.592587121	2.66E-05
Pold2	-0.361306867	0.043700252
Btnl10	-2.100487248	2.22E-10
Stxbp4	0.623351294	0.000303389
Rgs9	-0.849648248	0.039769876
Rrm2	-0.490172145	0.003853582
Adcy3	-1.094714396	0.000141931
Sh3yl1	0.676939676	0.028654589
Sntg2	1.840998953	1.42E-06
Hnf1b	4.063983132	8.94E-08
Itgb3	1.457893731	3.21E-16
Mrc2	-1.555713276	0.001921264
Adap2	-1.499340875	0.002267616
Nup85	-0.421129853	0.025767736
Trim47	1.043105948	2.96E-09
Aspa	1.428795501	1.31E-15
Camkk1	0.678146578	0.000310059
Ube2g1	0.549066736	0.016077972
Spns3	-0.676918319	0.001326512
Pimreg	-0.650693846	0.001013567
Wscd1	1.214338479	0.021398531
Sec14l1	0.599902724	0.00033256
Cpd	0.675907929	0.000223602
Abcc3	0.723475886	0.004792675
Cacna1g	-3.360468983	5.75E-09
Hoxb9	2.138879102	7.54E-15
Alox8	2.181265303	0.002388441
Aurkb	-0.524131102	0.002504285
Myh10	-1.400833632	2.06E-07
Ntn1	-1.360133201	0.02693006
Usp43	1.001888717	0.038142798
Rcvrn	3.681385562	3.45E-24
Top2a	-0.612668006	0.019532274
Adam11	-1.000029108	0.000282046
Ccdc103	1.440436349	0.002618375
Nova1	1.713115021	1.13E-10
Mthfd1	-0.478955204	0.010426359
Sgpp1	0.574928564	0.019172755
Tex21	-1.874633473	0.005332755
Akap5	-0.972677071	0.04774544
Sptb	-2.133037247	2.35E-13
Fut8	0.570412305	0.006903906
Smoc1	0.764747779	0.007758707
Tc2n	3.042865145	9.46E-33
Lgmn	1.098745118	0.00084741
Otub2	0.437453494	0.021914472
Entpd5	0.451605255	0.038265667
Angel1	0.442532395	0.034335792
Xrcc3	-0.54894403	0.049129251
Susd3	0.754366129	3.08E-05
Gadd45g	1.19793698	3.62E-08
Syk	-0.810772893	9.53E-05
Ror2	0.816394843	0.001459194
Mctp1	0.462920325	0.015991476
Slc6a3	1.256139289	0.001605501
Ocln	1.516538938	1.76E-13
Scamp1	0.758735259	0.000100039
Depdc1b	-0.524334727	0.006699125
Pde4d	-0.416421693	0.030266269
Rasgrf2	2.249456422	6.48E-07
Acox2	1.706282763	3.36E-06
Il6st	0.490580627	0.005034325
Prxl2a	0.54644886	0.001492037
4933413J09Rik	-1.416845899	0.015245093
Galnt15	-1.407507248	0.024154627
Spryd7	0.56289397	0.014696368
Tdh	1.204138887	0.018173012
Tsc22d1	0.694605189	0.005123343
Scara5	-0.804738881	0.021677047
Rcbtb2	0.463202986	0.015496606
Cldn10	0.827054051	0.044581276
Osmr	3.547208322	2.38E-53
Slc45a2	1.783744503	0.006600645
Mtbp	-0.48584085	0.037268866
Syngr1	0.532686946	0.011372783
Dscc1	-0.646314048	0.004049997
Parvb	-0.99885693	2.39E-06
Twf1	0.375324697	0.049770748
Vdr	0.452187605	0.007948172
Bcl6	1.054600138	1.39E-07
Plaat1	2.030488466	0.000189374
Ly6g	-1.538104125	0.017073834
Ly6c2	2.12079154	5.09E-07
Ly6e	0.612497072	0.027308941
Alcam	1.453882655	6.50E-22
Gcsam	-1.060729602	0.020194379
Arl6	0.614841361	0.011215252
Cldnd1	0.624356307	0.005027605
Igsf11	1.422703285	0.002007841
Umps	-0.380060739	0.046212883
Stxbp5l	1.823024899	0.025097778
Adipoq	-1.503126777	0.000690145
Cd86	-1.775828821	2.70E-10
Pros1	1.125562484	2.28E-09
Tmem50b	0.772353712	3.24E-05
Fmnl3	-0.394429321	0.04477145
Slc4a8	1.018693249	0.004387541
Rgn	2.217361323	3.34E-09
Fhl1	1.098155801	1.71E-12
Rfc2	-0.597690975	0.000565232
Epb42	-1.3568152	4.06E-07
Serping1	-0.761694146	0.014550626
Acy1	-0.679590825	0.001668834
Cd4	-1.77013485	8.45E-06
Tmem176a	0.722373664	0.000804429
Tulp2	-1.152019946	0.002913255
Pcbp4	-0.567013734	0.029598774
Cdca3	-0.537879453	0.003211922
C1qtnf12	-0.671091224	4.58E-05
Satb1	-1.136958636	1.21E-06
Slc29a1	-0.590456443	0.00113642
Enpp5	1.765455107	1.27E-22
Enpp4	0.957040489	1.22E-06
Tff2	1.039300565	0.020888126
Pdia2	-1.477070307	0.002037474
Pdzph1	1.527427982	0.021709151
Dsc2	1.208835027	2.15E-06
Ltb	-0.416996225	0.020840452
Rab27b	0.640932601	0.000165925
Lmnb1	-0.448163081	0.034600917
Slc27a6	0.92736337	3.39E-07
Gm9750	1.411259687	0.018797123
Ms4a1	3.101530297	0.002057251
Ms4a4c	2.820105469	3.54E-06
Ms4a2	1.757832964	1.18E-06
Rfk	0.656567104	0.002005372
Aldh1a7	-1.6164858	4.65E-08
Cdca5	-0.470627608	0.011961888
Vldlr	1.039853859	2.11E-12
Lgals12	1.046538483	0.04596058
Slit1	-1.460882115	0.008305849
Msr1	2.150334622	0.002998684
5430427O19Rik	-0.847205883	0.000784018
Gfra1	-1.648086868	0.003885747
Alyref	-0.424633539	0.039173856
Sirt7	-0.444506116	0.023459748
Cd7	1.394389501	0.048092186
Rab40b	1.183297561	3.96E-07
Loxl4	-2.341457709	0.000862705
Abcc2	1.144632004	0.01738404
Hsd17b10	0.434608254	0.038212966
Sat1	0.510628536	0.004560314
Ptprj	0.39961556	0.033678671
Itgb8	1.536573342	0.011715779
Ube3a	0.432181004	0.045815565
Cd63	0.539603478	0.025370285
Tepsin	-0.585537074	0.029602403
Prim1	-0.455412867	0.016462718
Tac2	-2.268132366	6.14E-05
Cd163l1	3.364092591	0.000251658
Ifitm3	0.701349464	0.003386458
Pidd1	-0.712898021	0.011473304
Tm9sf2	0.584669695	0.019948454
Farp1	1.207290008	0.000184292
6030468B19Rik	-1.22270486	0.021148492
Tk1	-0.545500223	0.000749634
Cbx2	-0.557124078	0.003730543
Cbx8	-0.562694622	0.030598858
Pde8a	0.424392667	0.036632753
Cpeb1	2.169025235	2.46E-07
Nat1	1.007325556	0.013352446
Dach2	0.76820006	0.020284792
Klhl4	1.643495935	1.82E-17
Podxl	0.528566807	0.002184371
Rps6ka6	1.001183469	2.23E-06
Tmem47	2.351381171	3.50E-21
Rhbdl1	-1.331878113	0.004155319
Il6	1.520799736	0.004973465
Tyms	-0.388733789	0.037750865
Agbl1	1.201682616	0.012621611
Plk4	-0.439163106	0.029728427
Ccr1	2.467688247	9.00E-06
Homer2	1.082309819	0.000320988
Prkar1b	1.038060978	0.011976362
Tspan17	0.619082153	0.030705314
Myo5b	2.012817341	1.25E-10
Casp12	0.896519056	2.16E-09
Lypla1	0.64027128	0.027376173
Rdh10	1.266026282	1.85E-14
Tram1	0.563255001	0.038193742
Gm4956	1.765966088	0.000158176
Rftn2	-1.208036486	0.006068564
Slc40a1	-0.705795596	0.000651353
Ikzf2	-0.530712288	0.002784905
Icos	1.306627881	0.010538892
Ctla4	2.669067075	9.02E-08
Cd28	1.637836049	7.63E-05
Col5a2	-2.945730859	1.44E-09
Col3a1	-2.308812978	7.63E-08
Khdrbs2	3.067090446	5.22E-11
Il1r1	0.447049137	0.031115236
Stk17b	0.513036968	0.023285629
Nabp1	0.861938616	1.80E-06
Plekhb2	0.592854091	0.006123452
Cfc1	-1.086520873	0.023285629
Cyp27a1	-0.839140987	0.009412541
Vil1	-3.038561231	0.001290004
Igfbp5	-1.011588208	6.15E-05
Fn1	1.070016647	0.004324148
Bard1	-0.508983721	0.01357508
Speg	-0.850840076	0.004851845
Epha4	1.189015462	3.67E-05
Nmur1	1.154800442	0.049242925
Efhd1	1.250186463	0.004788887
Gpr35	1.26462553	0.0228395
Pask	-0.589897124	0.002700364
Pdcd1	2.381690643	2.59E-05
Serpinb8	0.505741957	0.010836671
Pam	1.141526487	3.49E-10
Tmem163	1.53002643	6.46E-07
Acmsd	-1.202991844	0.013678747
Rgs18	0.762985471	0.000310909
Epb41l5	0.604668976	0.00226095
Ptpn4	0.421009616	0.016060793
Steap3	-0.963022	1.34E-08
Cd55	0.590248638	0.001639644
Nfasc	1.537065393	0.011853651
Ppfia4	0.680992407	0.026922515
Rgl1	-0.704028795	0.000981107
Coq8a	0.708860254	6.02E-05
Spta1	-1.705684979	1.17E-08
Slamf9	1.699409507	0.000754612
Mpzl1	0.574000651	0.004179508
Selp	2.495543057	3.15E-58
Soat1	0.510187383	0.002309348
Nek2	-0.446736977	0.022060242
Pacc1	-0.506704206	0.011261974
Irf6	0.815691889	2.55E-06
Plxna2	-1.710282189	1.85E-08
Mcm10	-0.890705222	0.000270499
Rgs5	-2.835068202	0.000868619
Enkur	1.241306326	4.07E-05
Nuf2	-0.431541727	0.026665209
Tnfsf4	0.938940766	3.10E-05
Mrc1	-0.753483183	0.009174317
Tnn	-2.271488299	3.17E-05
Bmi1	0.412989603	0.035079501
Plxdc2	-0.754024514	8.73E-06
Nek6	-0.448240829	0.031572264
Ppp6c	0.476274717	0.040679132
Lypd6b	-1.118390335	0.003104232
Il2ra	1.659018332	0.000343465
Pfkfb3	0.551521754	0.003270887
Abi2	0.561510545	0.012076423
Ak1	0.739484758	8.10E-05
Cytip	1.001111387	1.64E-10
Olfm1	0.934683457	0.022870945
Kynu	-1.024333865	0.041935292
Phf19	-0.461636257	0.019478354
Stom	0.519319169	0.01982254
Lhx6	1.240175319	0.025876255
Gca	0.569054713	0.002735787
Morn5	2.042880436	0.006466534
Ifih1	0.37538482	0.048092186
Nacc2	0.623871369	0.000924792
Fcna	-1.069908041	0.007265118
Sapcd2	-0.571823547	0.025734882
Hnmt	0.636054454	0.003345411
Nckap1	0.867665631	5.71E-09
Lrp2	-2.461680802	0.010313285
P2rx3	-0.821360834	0.048116417
Tfpi	0.538013712	0.000990214
Katnbl1	0.533772895	0.00743564
Sema6d	1.392275251	2.17E-06
Fam227b	-3.162617682	0.000498882
Meis2	1.188176764	0.001573196
Slc28a2	-0.839703489	3.69E-07
Mapk8ip1	0.678144897	0.015104087
Sord	0.456173004	0.043700252
Creb3l1	0.792429406	0.020644735
Lrp4	-0.693899036	0.01131269
Jag1	1.016698859	9.19E-05
Nusap1	-0.4002198	0.033427753
Dll4	0.728226846	0.017631611
Spint1	3.334517986	1.40E-32
Adam33	-1.57412816	0.007133736
Rad51	-0.429304013	0.020001325
Knstrn	-0.448475289	0.022553817
Spred1	0.553288784	0.015178417
Tmco5	-6.341996136	4.00E-05
Prom2	1.85644876	1.02E-23
Bub1	-0.476447498	0.018996536
Lpin3	1.629691016	4.45E-05
Snph	1.162755735	0.028810966
Tpx2	-0.534472044	0.005707695
Dnmt3b	-0.58120562	0.001683755
E2f1	-0.629781198	0.000183954
Aurka	-0.558303004	0.002371926
Pkia	0.849085561	0.000524533
Tpd52	0.576935429	0.001794593
Edn3	-1.496556374	0.035073348
Chmp4c	2.254828616	1.92E-12
Atp9a	0.830727335	0.000732359
E2f5	0.682151487	0.001691376
Car1	-1.05694975	5.53E-08
Dok5	1.594050617	0.00120842
Raly	-0.444581307	0.038053233
Procr	0.660624792	7.39E-05
Skil	0.44116007	0.016034239
Zmat3	0.496669511	0.039232259
Tnik	-0.500074225	0.013007065
Ect2	-0.733287705	3.33E-05
Anxa5	0.486762208	0.03140433
Ccna2	-0.418119778	0.019884511
Postn	-1.9947237	5.12E-06
Mfsd1	0.682705049	0.000690145
Schip1	2.527078807	0.001806929
Sis	2.202198843	3.90E-13
Tm4sf1	2.621410223	4.12E-28
Wwtr1	2.000249965	3.59E-29
Pfn2	1.252034986	7.63E-05
Ssr3	0.572030179	0.043714425
Ptx3	-1.434233329	0.011317964
Cd2	2.402637368	0.000327781
Ptgfrn	1.85897906	5.09E-18
Slc6a17	1.086381821	0.000142485
Dram2	0.530423982	0.010444633
Efna1	1.021319025	2.92E-08
Slc35a3	0.465102764	0.02246788
Vcam1	-0.996784634	6.34E-06
Ndst3	1.654640288	1.70E-05
Cyp2u1	1.061196363	0.004717691
Mcub	1.711120793	0.029869283
Sfrp2	1.309680615	0.005400911
Ctso	0.526812186	0.003578784
Pdgfc	-0.899200997	0.004096666
Dnajb4	0.642392263	0.001364076
Ifi44	0.622921564	0.000229125
Efna3	3.362367377	0.000292782
Adam15	-0.482327409	0.012153046
Lmna	-1.066630235	2.61E-07
Sema4a	1.160295717	0.003405778
Pmf1	-0.492827039	0.006612487
Iqgap3	-0.595832855	0.003832809
Sh2d2a	1.409892975	0.007391803
Dclk2	-0.659094567	0.020605847
Bnipl	-1.281553885	0.043638369
Abca4	1.62508826	1.12E-26
Tmem56	0.702120913	0.000147746
Rorc	1.646343555	9.66E-19
Mttp	0.630084961	0.025407326
Wls	0.48700786	0.035305634
Asph	0.426755869	0.021053826
Trp53inp1	0.513024306	0.006848186
Gem	1.716432304	2.25E-17
Cpne3	0.494527069	0.025734882
Sdcbp	0.871223799	0.001630447
Rragd	1.100708305	0.002495688
Epha7	-0.790690504	0.045282435
Coro2a	-0.566306596	0.001288138
Col15a1	-1.248286877	0.042832504
Zfp618	-0.903800013	0.000337005
Tnc	-1.581407508	0.000154799
Svep1	-1.832663599	1.25E-05
Pappa	-1.370416559	0.000689659
Hsdl2	0.565588185	0.003050403
Ptprd	-1.017800035	0.02721677
Slc44a1	0.775954345	0.000382251
Tmem38b	0.886493299	2.23E-05
Kif24	-0.776727272	0.000403624
Atp8b5	-0.842093132	0.002332413
Tpm2	-0.953095811	0.000553705
Mllt3	0.579021956	0.003255475
Hacd4	1.038230349	3.07E-07
Cachd1	-0.98436782	0.026011396
Rnf11	0.632227823	0.002310761
Pramef12	-1.683707594	0.018627804
Tnfrsf1b	0.402864471	0.048140609
Tnfrsf8	1.785694225	0.000134399
Tmem59	0.555732244	0.030326591
Edn2	-1.931168548	0.015104087
Kif2c	-0.674371192	0.000484889
Nasp	-0.482795746	0.0120916
Lurap1	0.484871903	0.011295589
Rad54l	-0.564069086	0.003552038
Cyp4b1	1.511676884	8.44E-09
Pdzk1ip1	0.506723199	0.011355687
Stil	-0.621748314	0.010769389
Cmpk1	0.548950624	0.03136441
Kif17	-1.074907664	1.99E-05
Tinagl1	0.537964448	0.003096104
A3galt2	-2.008585029	0.001048257
Rhd	-1.734967342	7.16E-11
Extl1	0.982921152	0.000278586
Cnksr1	1.540150624	3.73E-05
Map7d1	-0.53243855	0.025418827
Nudc	-0.398047103	0.046290194
Hgf	0.470195673	0.01116877
Cdca8	-0.636793195	0.000489935
Fgr	0.794157612	0.002945599
Sema3a	-1.571086974	0.002723267
Rpa2	-0.36963958	0.045594405
Smpdl3b	1.571391544	7.58E-07
Inpp5b	-0.470656337	0.00613792
Rcc1	-0.368477574	0.038540763
Ptpru	1.241508553	5.44E-08
Mecr	-0.462296737	0.04511067
Galntl5	-3.899301987	0.000217314
Zbtb48	-0.591945536	0.01666756
Abcb1b	0.526703336	0.001405995
Nos3	-1.537326695	0.00576603
Prkcz	1.870566038	6.91E-12
Gabrd	1.070627858	0.016077972
Cd38	2.035891497	6.29E-22
Prom1	0.802692304	0.033770887
Htra3	0.776815912	0.024703977
Evc	0.803343105	3.42E-05
Stk32b	2.835373688	0.000119159
Plb1	-4.023440383	7.63E-05
Fosl2	1.017961904	7.23E-08
Ociad2	0.548175981	0.013402686
Cenpa	-0.465097529	0.009608189
Sel1l3	1.679279598	1.40E-11
Apbb2	0.914954473	3.67E-05
Gnpda2	0.538313745	0.013203087
Gabra4	4.84223671	1.67E-47
Gabrb1	3.377117929	1.56E-13
Uchl1	0.737509576	0.033578935
Dr1	0.774640655	0.000584009
Dipk1a	0.532173305	0.013298477
Gbp9	0.423064396	0.03286522
Spp1	-1.105629009	2.00E-05
Ibsp	-1.685373754	6.54E-07
Sparcl1	-2.73522352	0.000114026
Gpat3	1.063144337	0.013777447
Bmp3	-6.466044208	5.75E-06
Antxr2	-0.658171421	0.002222107
Asphd2	1.906003679	0.000195741
Tesc	-1.113063029	0.032770704
Cxcl5	1.379443745	0.028796067
Ppbp	-0.831436279	0.00045906
Cdkl2	1.543083839	2.09E-05
Arl6ip4	-0.438615498	0.031345481
G3bp2	0.548284823	0.01714153
Pitpnm2	-0.501322157	0.038343636
Naaa	0.699076631	0.021616247
Kntc1	-0.690268231	0.000154143
Stx2	-0.452341322	0.041560566
Wdr66	1.538579642	0.000591153
Kdm2b	-0.419147198	0.029915429
Gpc2	-1.288612528	0.004526017
Cit	-0.943213686	0.000476522
Ccr9	1.724378105	7.59E-06
Cabp1	-1.496849394	0.035048269
Mad1l1	-0.505423373	0.023756013
Hnf1a	-2.383157479	0.018257443
Tmem106b	0.46015349	0.035098073
Fscn1	-0.48580613	0.03216026
Ung	-0.497403565	0.010463782
Sds	-1.392723848	0.007144316
Dtx1	7.028690114	3.78E-06
Phf14	-0.394741555	0.043274068
Rasl11a	1.779615126	2.22E-09
Hsph1	-0.39805276	0.037794725
Col1a2	-0.859929429	1.05E-06
Tspan12	1.550377909	7.49E-06
Ezh2	-0.605233137	0.001296896
Aass	2.151279016	1.89E-06
