Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
NIK/NF-kappaB signaling (GO:0038061)	8/74	0.0134213748703251	0.380020951384486	0	0	2.733720180528691	11.784812651276724	PSMA5;PSMA3;PSMD7;PSMD4;PSMD5;PSME3;PSME4;CUL1
nucleotide-excision repair (GO:0006289)	10/105	0.014295371040428346	0.4002703891319937	0	0	2.3760289348964827	10.092942036482016	COPS3;RFC4;PCNA;CCNH;COPS2;RPA3;EP300;LIG3;MNAT1;BRCA2
proteasomal protein catabolic process (GO:0010498)	16/205	0.01498828935783218	0.401026181913725	0	0	1.9150661059968936	8.044208544017877	UBXN2B;UBXN2A;RHBDD1;SEL1L;RNF41;KLHL20;PSMA5;UBE2W;PSMA3;PSMD7;KBTBD6;PSMD4;PSMD5;PSME3;PSME4;KBTBD7
protein alkylation (GO:0008213)	4/23	0.015288764111141077	0.401026181913725	0	0	4.737337461300309	19.805088708922227	VCPKMT;ETF1;GSPT1;EEF1AKMT1
regulation of mRNA catabolic process (GO:0061013)	11/122	0.015366211795552469	0.401026181913725	0	0	2.2376647109743195	9.343557455101035	PSMA5;EXOSC7;PSMA3;PSMD7;PSMD4;PSMD5;PSME3;PSME4;RC3H1;RC3H2;PUM2
organelle assembly (GO:0070925)	28/425	0.015784881654103536	0.401026181913725	0	0	1.6009050932843787	6.6416792098947885	DYNC2I1;TMEM41B;INTU;UBXN2B;UBXN2A;VPS4B;TMEM67;RCC1;CAPN3;RAB8B;PLK4;NPM1;SEPTIN2;IST1;STARD9;RC3H1;IFT80;STAM;HAUS2;IFT88;CENPF;TTC8;EXOC4;CHMP3;RAB38;IFT46;EXOC2;RPS23
pseudouridine synthesis (GO:0001522)	3/13	0.01609630944632353	0.401026181913725	0	0	6.745945945945946	27.85512564721844	TRUB1;PUS10;RPUSD2
synaptic vesicle localization (GO:0097479)	3/13	0.01609630944632353	0.401026181913725	0	0	6.745945945945946	27.85512564721844	SYNJ1;SPG11;TMEM230
negative regulation of DNA-dependent DNA replication (GO:2000104)	3/13	0.01609630944632353	0.401026181913725	0	0	6.745945945945946	27.85512564721844	ZRANB3;TIPIN;LIG3
cellular macromolecule biosynthetic process (GO:0034645)	22/314	0.016141230621708972	0.401026181913725	0	0	1.7073399631190727	7.0451306980612785	EEFSEC;TIPIN;RFC4;RPL35A;GSPT1;MRPS18C;THAP1;EEF1A1;RPS15A;RPS29;RPA3;RPL24;RAD17;RPL27;RPS20;RPL37;RPL15;MRRF;RPL17;RPS12;ATR;RPS23
rRNA processing (GO:0006364)	14/173	0.016545394134385015	0.401026181913725	0	0	1.990251572327044	8.16331041770874	NVL;KRR1;NAT10;RPL35A;DDX52;RPF1;EXOSC7;PIH1D2;RPL24;RPL27;RPL37;RPL15;RPL17;RRP15
regulation of core promoter binding (GO:1904796)	2/5	0.01670942424640521	0.401026181913725	0	0	14.97887323943662	61.29028978210645	GTF2B;PSEN1
cell fate commitment involved in formation of primary germ layer (GO:0060795)	2/5	0.01670942424640521	0.401026181913725	0	0	14.97887323943662	61.29028978210645	CTR9;RTF1
regulation of miRNA metabolic process (GO:2000628)	2/5	0.01670942424640521	0.401026181913725	0	0	14.97887323943662	61.29028978210645	RC3H1;RC3H2
mannose trimming involved in glycoprotein ERAD pathway (GO:1904382)	2/5	0.01670942424640521	0.401026181913725	0	0	14.97887323943662	61.29028978210645	EDEM3;EDEM2
ubiquitin-dependent glycoprotein ERAD pathway (GO:0097466)	2/5	0.01670942424640521	0.401026181913725	0	0	14.97887323943662	61.29028978210645	EDEM3;EDEM2
protein deglycosylation involved in glycoprotein catabolic process (GO:0035977)	2/5	0.01670942424640521	0.401026181913725	0	0	14.97887323943662	61.29028978210645	EDEM3;EDEM2
membrane fusion (GO:0061025)	5/36	0.017644556135382128	0.41006530709124545	0	0	3.6314069683498613	14.66118095076924	UBXN2B;UBXN2A;CHP1;VTI1B;VAMP3
nucleotide-excision repair, DNA gap filling (GO:0006297)	4/24	0.01774074569652979	0.41006530709124545	0	0	4.500235294117647	18.144459387335594	PCNA;RFC4;RPA3;LIG3
positive regulation of carbohydrate metabolic process (GO:0045913)	4/24	0.01774074569652979	0.41006530709124545	0	0	4.500235294117647	18.144459387335594	ENTPD5;ARNT;PSEN1;HIF1A
ribosome biogenesis (GO:0042254)	15/192	0.017967483182319572	0.41006530709124545	0	0	1.9160218985475042	7.700859205565839	NPM1;NVL;KRR1;RPL35A;DDX52;RPF2;RPF1;EXOSC7;PIH1D2;RPL24;RPL27;RPL37;RPL15;RPL17;METTL17
antigen processing and presentation of exogenous peptide antigen via MHC class I (GO:0042590)	8/78	0.01801822383218192	0.41006530709124545	0	0	2.576967240797028	10.350058035252559	PSMA5;PSMA3;PSMD7;PSMD4;PSMD5;PSME3;PSME4;VAMP3
T cell receptor signaling pathway (GO:0050852)	13/158	0.0180624004314001	0.41006530709124545	0	0	2.0256099061052115	8.130641837822727	DENND1B;CUL1;RC3H1;RC3H2;PSMA5;PSMA3;PSMD7;TEC;PSMD4;PSMD5;PSME3;PSME4;PAK2
regulation of cilium assembly (GO:1902017)	7/64	0.018977917209453587	0.42322434838781453	0	0	2.7677250978686385	10.972588659005943	CCDC88A;IFT88;RABGAP1;TBC1D20;TBC1D5;LIMK2;CCP110
pre-replicative complex assembly (GO:0036388)	7/64	0.018977917209453587	0.42322434838781453	0	0	2.7677250978686385	10.972588659005943	PSMA5;PSMA3;PSMD7;PSMD4;PSMD5;PSME3;PSME4
transcription by RNA polymerase II (GO:0006366)	22/320	0.01959831311638581	0.43115795549341895	0	0	1.6724315952503872	6.576522466491861	BTF3;INTS12;GTF2A1;CCNK;GTF2A2;TAF15;CCNH;GTF2B;CTR9;INTS10;CPSF2;ZC3H8;RTF1;NR2C2;AFF4;NRBP1;SNAPC5;COPS2;TRIP11;ELOC;MNAT1;INTS8
