version_soft_cutoff(row.mean>5);upperquartile_norm;estimateGLMRobustDisp						
ensembl_gene_id	external_gene_name	logFC	logCPM	LR	PValue	FDR
ENSMUSG00000004099	Dnmt1	-0.6393246628	8.8982948575	8.1429999087	0.0043227709	0.0334479909
ENSMUSG00000004100	Ppan	-0.4747173943	6.2818256113	9.8959193681	0.0016564567	0.0163066131
ENSMUSG00000004113	Cacna1b	1.0411669104	1.7587999767	16.7113327679	4.35202477957339e-05	0.0008345602
ENSMUSG00000004233	Wars2	0.5507935854	4.8813369694	13.5287869174	0.0002349319	0.0033743911
ENSMUSG00000004317	Clcn5	0.4879264245	5.3175796181	9.1579253104	0.0024764318	0.0221611797
ENSMUSG00000004319	Clcn3	0.5149355412	6.6016141887	11.4080712726	0.0007312571	0.0085817144
ENSMUSG00000004359	Spic	-0.6692615205	1.9902278532	7.6284908913	0.0057453356	0.0412745514
ENSMUSG00000004473	Clec11a	0.9667723794	2.8928665785	21.4476391465	3.6362345238681e-06	9.51547003081055e-05
ENSMUSG00000004552	Ctse	-0.5853716264	5.6480362724	17.4641527188	2.92776479671569e-05	0.000591153
ENSMUSG00000004609	Cd33	-1.4949794005	0.8456555756	19.6232827956	9.43128808928354e-06	0.0002193506
ENSMUSG00000004612	Nkg7	-0.6014255904	4.6617600974	11.5715399893	0.0006696893	0.0079710257
ENSMUSG00000004661	Arid3b	-0.5737393714	3.8646487624	8.694403056	0.0031918863	0.0266043543
ENSMUSG00000004709	Cd244a	-1.5981065623	1.9310322347	37.3632687168	9.80515108104489e-10	5.80988597843058e-08
ENSMUSG00000004771	Rab11a	0.7766189198	6.688799058	25.6707820035	4.04911344011912e-07	1.37117126216202e-05
ENSMUSG00000004891	Nes	-1.0632375431	1.0175502278	10.3308925406	0.0013082193	0.0134317925
ENSMUSG00000004929	Thop1	-0.3986627209	5.5557415679	7.6864774246	0.0055636114	0.0403960916
ENSMUSG00000004961	Syt5	1.3609283668	-0.5610279821	14.2019533124	0.0001642	0.0025234577
ENSMUSG00000005057	Sh2b2	-0.6882897556	3.1584743566	12.3029703632	0.000452238	0.0057679576
ENSMUSG00000005268	Prlr	-2.1297168411	-3.4380007626	7.9067045357	0.0049251911	0.0367294941
ENSMUSG00000005338	Cadm3	1.4262594951	1.5326981116	27.2948173468	1.74678978802e-07	6.49328046671502e-06
ENSMUSG00000005339	Fcer1a	1.349176443	0.9117181497	16.2652874877	5.50635110407655e-05	0.0010138959
ENSMUSG00000005373	Mlxipl	1.1587433868	-1.1897326739	9.294592867	0.0022983121	0.0209006545
ENSMUSG00000005410	Mcm5	-0.5530446624	7.9268335914	11.777684044	0.0005994502	0.0072947081
ENSMUSG00000005413	Hmox1	-0.760371825	3.9840469382	20.6760932415	5.43908741264856e-06	0.0001364226
ENSMUSG00000005481	Ddx39	-0.395919649	6.4253655382	8.6891843015	0.0032010385	0.0266499936
ENSMUSG00000005583	Mef2c	0.5878021373	8.2668143694	12.2718292425	0.0004598473	0.0058478593
ENSMUSG00000005667	Mthfd2	-0.5506531077	3.6794775506	9.6703465389	0.0018726599	0.0178530739
ENSMUSG00000005686	Ampd3	0.8488180388	5.7178301381	36.8335058189	1.28659984395442e-09	7.48085567022269e-08
ENSMUSG00000005800	Mmp8	1.8617123659	-0.2275087484	8.1426271309	0.0043236596	0.0334479909
ENSMUSG00000005802	Slc30a4	0.8252751597	5.7051153477	21.1520871909	4.24238964300145e-06	0.0001093069
ENSMUSG00000005803	Sqor	0.5478881109	4.8577696735	9.9933130215	0.0015710969	0.0155933698
ENSMUSG00000005950	P2rx5	-1.8126037044	-2.1962072491	14.9519626164	0.0001102833	0.0018195906
ENSMUSG00000006014	Prg4	-1.919827447	0.0827555849	30.2388026146	3.8199020514989e-08	1.61296291285233e-06
ENSMUSG00000006143	Upk3bl	6.9162427519	-3.3756175459	42.9997438719	5.47470316599614e-11	3.9421488426408e-09
ENSMUSG00000006215	Zbtb17	-0.487297583	5.2255265781	8.2677841021	0.0040354729	0.0318300307
ENSMUSG00000006218	Fam131c	1.6147311599	-1.832103572	16.8615972486	4.0206895518002e-05	0.0007813576
ENSMUSG00000006262	Mob1b	0.4418043227	6.2061169579	10.6795675943	0.0010832538	0.0116500678
ENSMUSG00000006344	Ggt5	-0.6222622551	4.4821240107	16.7213389613	4.32913177927925e-05	0.0008309029
ENSMUSG00000006345	Ggt1	0.7661942764	1.2374630353	7.603598765	0.0058251916	0.0416415446
ENSMUSG00000006356	Crip2	-1.010595696	1.4773061109	13.82694344	0.0002004412	0.0029917532
ENSMUSG00000006373	Pgrmc1	0.5187619419	7.1868896769	10.2972797522	0.0013322646	0.0136207925
ENSMUSG00000006398	Cdc20	-0.5034452537	6.1266894398	13.9965457009	0.0001831468	0.0027812222
ENSMUSG00000006442	Srm	-0.4739535685	6.275084271	12.7471973375	0.000356543	0.0047392326
ENSMUSG00000006445	Epha2	2.0506012263	2.6348758317	83.6674801895	5.85403313306365e-20	1.15728913192366e-17
ENSMUSG00000006462	A530013C23Rik	1.5377514256	-2.886603956	10.5774733372	0.0011447401	0.012125435
ENSMUSG00000006567	Atp7b	-1.1778633058	3.650178208	25.4597740061	4.51703410286916e-07	1.52054835295654e-05
ENSMUSG00000006574	Slc4a1	-2.5448869035	3.7688222456	185.1069726689	3.71916091164823e-42	2.99543974758157e-39
ENSMUSG00000006575	Rundc3a	0.5662303378	3.1030660739	7.6702289723	0.0056139333	0.0406393452
ENSMUSG00000006585	Cdt1	-0.6488958942	6.2479184917	23.7946925257	1.07177586199763e-06	3.21030825000007e-05
ENSMUSG00000006586	Runx1t1	1.1688820456	3.9293976559	39.2799056653	3.67200905103269e-10	2.32803232722323e-08
ENSMUSG00000006587	Snai3	1.2679232872	-2.8584693658	7.6569973987	0.0056552545	0.0407891093
ENSMUSG00000006651	Aplp1	1.1793325851	-1.0245796683	10.0224660843	0.0015464228	0.0153765474
ENSMUSG00000006699	Cdc42	0.747049958	9.0598170873	10.8287773972	0.000999346	0.0109535176
ENSMUSG00000006715	Gmnn	-0.4446331583	5.1268360661	9.3438234521	0.0022373825	0.0204859448
ENSMUSG00000006724	Cyp27b1	-1.2598109709	-1.4676642267	10.5785887787	0.0011440496	0.0121240265
ENSMUSG00000006920	Ezh1	0.5992719854	6.7779503244	18.6448713576	1.57470295830515e-05	0.0003434653
ENSMUSG00000007030	Vwa7	0.822396084	2.2461088571	11.7026923052	0.0006240973	0.0075356027
ENSMUSG00000007080	Pole	-0.6299490312	7.0590751847	17.0239652326	3.69109919672665e-05	0.0007250826
ENSMUSG00000007415	Gatad1	0.4467632438	7.1652043208	8.0785027651	0.0044793439	0.0343193717
ENSMUSG00000007613	Tgfbr1	0.4915949619	6.0395022846	7.7675763825	0.0053192372	0.0390340541
ENSMUSG00000007783	Cpt1c	1.0862323062	2.8522201738	18.7970239557	1.45393820417881e-05	0.0003209882
ENSMUSG00000008318	Relt	-0.6106806089	4.8925700971	16.3953166406	5.14121030131836e-05	0.0009571983
ENSMUSG00000008461	Fut1	1.7251143509	-0.6909049027	21.5461812447	3.45409784518076e-06	9.1156324928763e-05
ENSMUSG00000008489	Elavl2	1.7853020453	-1.5140582784	20.1855107292	7.02832809485668e-06	0.0001711512
ENSMUSG00000008496	Pou2f2	-0.6527785765	4.7430557553	8.4690944051	0.0036123123	0.0293000158
ENSMUSG00000008843	Cldn13	-1.8470475837	2.6554292333	47.7671555571	4.79965840839079e-12	4.17493486995464e-10
ENSMUSG00000009246	Trpm5	-1.2270986025	-0.4698846404	11.6840824473	0.0006303707	0.0075735029
ENSMUSG00000009248	Ascl2	1.266619776	-1.6240101299	10.4261856269	0.0012424107	0.012995413
ENSMUSG00000009292	Trpm2	-1.5384672048	0.9053029137	24.4046709318	7.80791548955116e-07	2.4571769932819e-05
ENSMUSG00000009350	Mpo	1.0175714441	6.1791122016	16.3606757158	5.23603874667773e-05	0.0009731872
ENSMUSG00000009376	Met	0.7427853113	3.3054980981	11.3213000012	0.0007662305	0.0089156471
ENSMUSG00000010048	Ifrd2	-0.4158951135	6.2286949083	9.089672158	0.0025705695	0.022769696
ENSMUSG00000010080	Epn3	0.9801043228	1.3059959176	12.4906401498	0.000408996	0.0053257649
ENSMUSG00000010342	Tex14	-1.8043682645	-1.4034826587	18.8572407531	1.40875322654001e-05	0.0003119628
ENSMUSG00000010461	Eya4	2.3851603288	3.4673651724	142.2082182993	8.75696167549157e-33	4.53402115702952e-30
ENSMUSG00000010476	Ebf3	-0.9602132753	0.2868534362	7.2989415415	0.0068995244	0.0475146191
ENSMUSG00000010760	Phlda2	-0.8291059564	2.4408981011	13.3044140326	0.000264782	0.0037196059
ENSMUSG00000011256	Adam19	1.1453898747	-0.5616662938	8.4556739298	0.0036390638	0.02939639
ENSMUSG00000011263	Exoc3l2	1.2040833018	5.1748141475	67.1701183167	2.49060683566509e-16	3.63494874150154e-14
ENSMUSG00000011751	Sptbn4	1.0238378251	3.6149205664	19.5891741411	9.60116918297311e-06	0.0002225874
ENSMUSG00000012819	Cdh23	-0.6197759812	3.4946336917	9.0310544014	0.0026543134	0.0232557205
ENSMUSG00000013155	Enkd1	-0.6131284214	3.7080429666	8.2304529801	0.0041193247	0.0323622958
ENSMUSG00000013523	Bcas1	-1.8612342227	-1.8773683748	19.6799984555	9.15546523213543e-06	0.0002150051
ENSMUSG00000013611	Snx31	-0.7608656443	1.4909598705	8.2499002133	0.0040754241	0.0320985777
ENSMUSG00000013921	Clip3	0.6025140414	4.66047735	15.1103912021	0.0001014036	0.0017001714
ENSMUSG00000013936	Myl2	1.7404599353	-3.5505822912	7.7598271144	0.0053421074	0.0391670489
ENSMUSG00000014444	Piezo1	-0.5457397959	6.5691620774	12.3305964513	0.000445594	0.0057032886
ENSMUSG00000014773	Dll1	1.6467799027	0.5683105438	26.3971628495	2.77948447564932e-07	9.87625317115525e-06
ENSMUSG00000014776	Nol3	2.0437377573	0.2856426641	36.5163506699	1.51390981550633e-09	8.64080914645689e-08
ENSMUSG00000014778	Fhod1	-0.5658831883	5.7227667647	10.5707365868	0.0011489194	0.0121530458
ENSMUSG00000014782	Plekhg4	-1.7663013401	-2.7282921927	12.9832076529	0.0003142971	0.0042994698
ENSMUSG00000014786	Slc9a5	-1.1645715762	2.5989428791	14.5731151879	0.0001348245	0.0021573897
ENSMUSG00000014791	Elmo3	0.4597032719	4.4222597837	7.5453257713	0.0060165943	0.042757144
ENSMUSG00000014905	Dnajb9	0.626034949	5.3462947645	7.9907199586	0.0047017715	0.0353910427
ENSMUSG00000014932	Yes1	0.4348412376	4.3449624601	7.7226362773	0.0054532708	0.0397698759
ENSMUSG00000014956	Ppp1cb	0.5993228166	8.0300543245	8.8347373854	0.0029555017	0.0251744376
ENSMUSG00000015085	Entpd2	1.4704600627	2.5611670715	43.5102761443	4.21738898475899e-11	3.08792393476663e-09
ENSMUSG00000015093	Clic3	-0.7666346198	1.9748025124	7.210283505	0.0072487044	0.0492748749
ENSMUSG00000015094	Npdc1	0.7821723312	6.0198527945	32.0647915132	1.49115411359576e-08	6.81231877190195e-07
ENSMUSG00000015316	Slamf1	0.9972205941	5.7939301088	50.0669880845	1.48585819549144e-12	1.39876503546133e-10
ENSMUSG00000015340	Cybb	1.4348217455	3.4974266216	11.7704231731	0.000601793	0.0073145795
ENSMUSG00000015342	Xk	0.4579106748	5.9359179169	9.6969100905	0.0018457812	0.0177133088
ENSMUSG00000015401	Cltrn	2.9582362658	-2.7435748441	30.9597203717	2.63439367260814e-08	1.15966649401896e-06
ENSMUSG00000015484	Fam163a	1.3378135336	-2.1257205922	11.0122532583	0.0009051155	0.0102025251
ENSMUSG00000015568	Lpl	1.3312676848	5.0333171612	69.6053110399	7.24415773786908e-17	1.10937643780071e-14
ENSMUSG00000015619	Gata3	0.4799059512	4.9305522854	9.9552072217	0.0016039507	0.0158687499
ENSMUSG00000015647	Lama5	0.7622850036	5.5603728972	11.8381870266	0.000580283	0.0071012004
ENSMUSG00000015709	Arnt2	1.2276437676	-2.7177336678	7.5816768019	0.0058964565	0.0420389176
ENSMUSG00000015766	Eps8	0.4369630684	5.2581402245	9.4716745339	0.0020866881	0.0194720297
ENSMUSG00000015854	Cd5l	-1.3099785936	1.7522437845	25.6718005269	4.04697691932593e-07	1.37117126216202e-05
ENSMUSG00000015880	Ncapg	-0.4415688514	5.7018363574	9.3739608377	0.0022008944	0.0202456215
ENSMUSG00000015932	Dstn	0.6977610532	6.4550194316	15.0592245077	0.0001041898	0.0017388423
ENSMUSG00000016024	Lbp	0.5336700875	5.6267639113	12.3830582449	0.000433247	0.0055743106
ENSMUSG00000016200	Syt14	0.7289959552	1.4575165027	7.4727396355	0.0062640159	0.0441261059
ENSMUSG00000016382	Pls3	0.6407155748	4.9957867426	14.477755331	0.0001418245	0.0022462603
ENSMUSG00000016494	Cd34	-0.8594924718	7.738132006	24.8255217033	6.27609754208262e-07	2.03095263616263e-05
ENSMUSG00000016526	Dyrk3	0.4985930727	5.0204277251	10.8350715742	0.0009959547	0.0109273615
ENSMUSG00000016529	Il10	2.6629716374	-3.4174253689	17.5095216732	2.85872409119426e-05	0.0005793645
ENSMUSG00000016534	Lamp2	0.9888436052	8.1128688081	19.2044023042	1.17442240919271e-05	0.0002660311
ENSMUSG00000016918	Sulf1	-2.0569424249	-1.3764449942	21.4798517909	3.57565920026457e-06	9.36822710469318e-05
ENSMUSG00000016995	Matn4	2.7551222234	5.4119322695	328.5876009811	1.95169396457907e-73	1.06103842384341e-69
ENSMUSG00000017002	Slpi	2.0443280723	1.5945505836	30.9774322415	2.61046192191369e-08	1.15146257513053e-06
ENSMUSG00000017007	Rbpjl	2.6512501929	2.3208042849	89.460133796	3.1288026613827e-21	6.80389426744282e-19
ENSMUSG00000017009	Sdc4	1.1637083223	4.2157015063	33.8447881895	5.96887782173978e-09	3.03979431174598e-07
ENSMUSG00000017057	Il13ra1	1.4479447971	-0.220856247	11.4548263236	0.0007130855	0.0084230082
ENSMUSG00000017144	Rnd3	1.3464217822	2.2529647598	32.079393421	1.47998829272716e-08	6.77554219234626e-07
ENSMUSG00000017146	Brca1	-0.6499449762	5.8301524728	12.4951675805	0.000408006	0.005316057
ENSMUSG00000017309	Cd300lg	1.5108676297	-0.3485558102	8.828765643	0.0029651888	0.0252371806
ENSMUSG00000017386	Traf4	-0.5094234735	3.9658601025	9.1690247688	0.002461457	0.022054736
ENSMUSG00000017453	Pipox	-2.0893701365	-2.9833132487	14.4129630409	0.0001467884	0.0023080694
ENSMUSG00000017499	Cdc6	-0.6990017782	5.4846485185	24.4785579141	7.5141432483535e-07	2.38196150260489e-05
ENSMUSG00000017550	Atad5	-0.6180719025	6.3518252235	12.5361360099	0.0003991569	0.0052226626
ENSMUSG00000017652	Cd40	2.1538145576	-2.9788689823	17.8263882719	2.42003624938602e-05	0.0005021575
ENSMUSG00000017667	Zfp334	1.4449658101	2.8110182211	42.119612704	8.58577660492009e-11	6.02278380808362e-09
ENSMUSG00000017716	Birc5	-0.5377001384	5.4997563834	14.0993547124	0.0001734033	0.0026480529
ENSMUSG00000017723	Wfdc2	0.6508058615	3.1933903507	7.4407826859	0.0063762155	0.0447714502
ENSMUSG00000017765	Slc12a4	-0.7677929564	2.8925427578	13.5228119713	0.000235681	0.0033815412
ENSMUSG00000017861	Mybl2	-0.8720152296	5.0138183669	21.5075409835	3.524400009158e-06	9.26742473992139e-05
ENSMUSG00000017950	Hnf4a	-1.6342750571	4.2232286773	94.0869256328	3.0196728261278e-22	7.0608392770941e-20
ENSMUSG00000018168	Ikzf3	1.1375952325	-0.1814311396	9.3181422233	0.0022689593	0.0207140172
ENSMUSG00000018171	Vmp1	1.0454423214	7.1187573707	43.0133464463	5.43677060627374e-11	3.92784098352255e-09
ENSMUSG00000018339	Gpx3	1.014272636	3.3621786657	26.0782103159	3.2786324305906e-07	1.13711548382174e-05
ENSMUSG00000018340	Anxa6	-1.0487629282	5.5466673206	47.0790320964	6.81812028821253e-12	5.68072198419424e-10
ENSMUSG00000018341	Il12rb2	-1.9132879012	2.7112851789	73.1525544458	1.20006153268274e-17	1.99210214425334e-15
ENSMUSG00000018378	Cuedc1	-0.4598567064	6.0752831831	7.779037632	0.0052855947	0.0388050447
ENSMUSG00000018425	Dhx40	0.826659159	4.4880394013	22.3090852074	2.32105883130695e-06	6.47929978762529e-05
ENSMUSG00000018479	1700125H20Rik	2.7265286077	-3.3756176307	18.7886031635	1.46037189012146e-05	0.0003217596
ENSMUSG00000018500	Adora2b	1.046266855	0.9176116269	12.2461852713	0.0004662103	0.0059218511
ENSMUSG00000018566	Slc2a4	-1.1073389934	-1.8947293883	7.8846955973	0.0049854869	0.0371028055
ENSMUSG00000018581	Dnah11	-1.0766803949	-0.6763771399	8.7533897725	0.0030902711	0.0259709943
ENSMUSG00000018593	Sparc	-2.4006194642	2.3065776943	95.8235025334	1.25595820065314e-22	3.03467411460036e-20
ENSMUSG00000018765	Fxr2	-0.4400137411	6.2883950035	7.7483631777	0.0053761246	0.0393368793
ENSMUSG00000018800	Abca5	0.5328843364	5.1472410284	13.2736049561	0.0002691691	0.0037666354
ENSMUSG00000018819	Lsp1	-0.3998405369	6.2786060647	9.1308323822	0.0025133734	0.0223632644
ENSMUSG00000018821	Avpi1	0.6416001016	3.4704954533	10.6271811249	0.0011143745	0.0119082007
ENSMUSG00000018907	Alox12e	1.7831456922	-2.8419226662	7.9759985981	0.0047401601	0.0356527178
ENSMUSG00000018920	Cxcl16	1.0209030822	2.4282546979	14.3856313902	0.0001489344	0.0023316977
ENSMUSG00000018927	Ccl6	1.4625532829	1.5193713828	11.1967212412	0.0008194199	0.0094125409
ENSMUSG00000018983	E2f2	-0.4106557906	4.5214609353	7.2982037203	0.0069023582	0.0475146191
ENSMUSG00000019102	Aldh3a1	3.2427749816	1.6075955634	118.5793209899	1.29471714079779e-27	4.9394594638226e-25
ENSMUSG00000019122	Ccl9	1.7471716315	2.6009018047	23.0129809908	1.60911219729895e-06	4.61024424801883e-05
ENSMUSG00000019256	Ahr	0.6319211873	4.2964060777	14.3136549589	0.0001547384	0.0024001
ENSMUSG00000019278	Dpep1	-1.3921814737	-0.1045676462	14.1536019132	0.0001684742	0.0025800288
ENSMUSG00000019312	Grb7	2.2496970362	-0.389360265	35.8479454384	2.1333287908598e-09	1.17446500977309e-07
ENSMUSG00000019359	Gdpd2	-1.2833125508	0.5281065504	9.1046112397	0.002549659	0.0226305653
ENSMUSG00000019528	Gyg	0.4711864234	6.7597500935	8.6155841094	0.003332989	0.0274646373
ENSMUSG00000019558	Slc6a8	1.1884064333	1.6631142578	20.8117560828	5.06709732443326e-06	0.0001284255
ENSMUSG00000019590	Cyb561	1.0453298447	2.51269604	20.5998744094	5.65998271874086e-06	0.0001409874
ENSMUSG00000019647	Sema6a	2.0560724424	-0.9134664515	23.7314613018	1.1075709499955e-06	3.30387350872459e-05
ENSMUSG00000019773	Fbxo5	-0.5729110926	5.3887067837	13.9188122272	0.0001908784	0.0028785315
ENSMUSG00000019845	Tube1	-0.554724761	3.7014509314	8.050681095	0.004548655	0.0346834613
ENSMUSG00000019846	Lama4	0.7667705837	2.8668580936	10.7379130892	0.0010496264	0.0113727829
