ensembl_gene_id_version,external_gene_name,logFC,logCPM,FDR
ENSMUSG00000115783.2,Bc1,-1.23250705749696,3.70711634941627,6.83492204921976e-05
ENSMUSG00000038644.15,Pold1,-0.752666567593667,5.95758255686268,8.40008431971504e-05
ENSMUSG00000062901.4,Klhl24,1.07473115687481,4.23816839388697,0.000111037181938341
ENSMUSG00000092274.4,Neat1,0.624620425787707,8.7553007853159,0.000162958967928237
ENSMUSG00000028132.16,Tlcd4,1.89906612907794,2.48654908235204,0.00016836064799434
ENSMUSG00000011263.17,Exoc3l2,-0.841444402732237,5.13542225452516,0.000171082199587206
ENSMUSG00000037095.9,Lrg1,-1.56645074478748,2.77334639897988,0.000171082199587206
ENSMUSG00000023952.14,Gtpbp2,0.76361081792068,5.7918806575558,0.000173817624358334
ENSMUSG00000048349.10,Pou4f1,1.30981315082244,3.51126719258568,0.000188321803776671
ENSMUSG00000097801.2,Gm26777,2.36037845658982,1.77311388198096,0.000299166514639805
ENSMUSG00000002068.17,Ccne1,-0.712538805602595,5.82950578234827,0.000410007296834923
ENSMUSG00000036106.16,Prr5,0.995188153450203,4.29750744534048,0.000410007296834923
ENSMUSG00000112023.2,Lilr4b,0.701220127493797,6.0997628544493,0.000410007296834923
ENSMUSG00000017861.12,Mybl2,-0.625065408408015,6.8932319991073,0.000525032125034473
ENSMUSG00000065604.4,Mir29b-1,7.11887996711638,0.0667329035102574,0.000525032125034473
ENSMUSG00000006442.11,Srm,-0.630745505873336,6.70979192979756,0.000544695385673407
ENSMUSG00000117465.2,Gm49980,-1.78743673256096,2.26376649034455,0.000544695385673407
ENSMUSG00000020077.15,Srgn,0.585646384198637,8.34690486677887,0.000545479407664566
ENSMUSG00000090625.2,Gm20721,1.74891910223997,2.44072910565226,0.00071864290776484
ENSMUSG00000041841.9,Rpl37,-0.563018642192534,8.8779019263034,0.00100346768139104
ENSMUSG00000086264.10,Gm15850,1.43652017164982,2.91966438205072,0.00109275470902421
ENSMUSG00000026656.16,Fcgr2b,0.626932040038763,6.49230108517753,0.00112501466458108
ENSMUSG00000117804.2,Gm6252,-1.49300861645435,2.56416749590002,0.00169163633978533
ENSMUSG00000022382.16,Wnt7b,-0.941864486196631,4.09412000090216,0.0020554985153287
ENSMUSG00000071866.13,Ppia,-0.557556564887642,7.45951114381502,0.00239182224574647
ENSMUSG00000049791.5,Fzd4,0.63614050879509,6.10672589397409,0.00243905580889742
ENSMUSG00000058546.9,Rpl23a,-0.546796594740856,7.7400891483514,0.00263347586456601
ENSMUSG00000032204.14,Aqp9,0.561287167791598,7.13708609427052,0.00383670437973581
ENSMUSG00000113041.2,Gm48302,2.52024270559253,1.18345000005484,0.00393629541244224
ENSMUSG00000001056.4,Nhp2,-0.562887906138921,6.75437555840619,0.00457027008724921
ENSMUSG00000013629.17,Cad,-0.526570327911391,7.84107682778222,0.00505768397345284
ENSMUSG00000024914.17,Drap1,-0.600026865465697,6.12186087803331,0.00550003614244204
ENSMUSG00000027882.19,Stxbp3,0.951626682772905,3.90094759880104,0.00583390942140437
ENSMUSG00000001473.8,Tubb6,-0.621952244247115,5.79897438526261,0.00590807276724807
ENSMUSG00000032484.9,Ngp,0.654552812519393,5.54063112550685,0.00643105862529466
ENSMUSG00000036752.5,Tubb4b,-0.514107648880426,8.09300142215039,0.00643105862529466
ENSMUSG00000061477.5,Rps7,-0.50933796725301,8.50223566054509,0.00643105862529466
ENSMUSG00000086324.9,Gm15564,0.586713140899346,6.2150837015495,0.00643105862529466
ENSMUSG00000053007.10,Creb5,0.708895761216085,5.0593067371076,0.00723526853247113
ENSMUSG00000047735.15,Samd9l,0.766288420232919,4.67020366467894,0.00753620125647793
ENSMUSG00000007892.9,Rplp1,-0.49647376868308,9.48145917620548,0.0076225620937668
ENSMUSG00000056071.13,S100a9,0.702762220769137,5.14280406788932,0.00789352152840475
ENSMUSG00000026238.15,Ptma,-0.496986518572083,8.94815286904302,0.0081955282967616
ENSMUSG00000027737.11,Slc7a11,0.588178309408157,6.11521515338816,0.0081955282967616
ENSMUSG00000038418.8,Egr1,1.08547235080567,3.44933090523445,0.0081955282967616
ENSMUSG00000020120.16,Plek,0.515869235149497,7.40494759166555,0.00899753183945906
ENSMUSG00000024659.16,Anxa1,0.626411261578923,5.64253124252165,0.00899753183945906
ENSMUSG00000056665.3,Them6,-0.795533698313791,4.35588571204363,0.00941219697061418
ENSMUSG00000045752.14,Tssc4,-0.826438364091769,4.20700042796052,0.0094515389294292
ENSMUSG00000082108.4,Gm13777,-0.801666695244254,4.31398716187973,0.00981827643844211
ENSMUSG00000004100.13,Ppan,-0.558695334521298,6.26426942847119,0.010238569689097
ENSMUSG00000020869.9,Lrrc59,-0.499832154862274,7.76957770747871,0.010238569689097
ENSMUSG00000042599.9,Kdm7a,0.614703965679293,5.64122905238694,0.01057913820242
ENSMUSG00000112986.2,Gm2123,3.81101548966836,0.310244795045402,0.010724414710232
ENSMUSG00000056888.12,Glipr1,0.690988565899573,5.01078624242563,0.0112788776910131
ENSMUSG00000112806.2,Gm48146,-0.947895639430266,3.65549176982907,0.011360909633551
ENSMUSG00000051695.7,Pcbp1,-0.493169590644178,7.86793198011435,0.0114203002307589
ENSMUSG00000096385.8,Gm11168,0.831770214586418,4.30136788244289,0.0114203002307589
ENSMUSG00000078566.9,Bnip3,0.81270427793745,4.25391671854397,0.0128034069083435
ENSMUSG00000042606.10,Hirip3,-0.515269715791754,6.84093156119978,0.0137755681981274
ENSMUSG00000103907.2,Gm37498,1.71590440582258,1.89811228960104,0.0138583174896793
ENSMUSG00000104469.2,Gm37663,2.28097451537101,1.14804338066597,0.0158997816792783
ENSMUSG00000107501.2,Gm29781,-2.00424735239932,1.27106244299914,0.0162536593556651
ENSMUSG00000056394.21,Lig1,-0.481575869273684,7.80299834617434,0.0164911757674863
ENSMUSG00000038042.12,Ptpdc1,3.1686333736635,0.457226667535024,0.0165729328976155
ENSMUSG00000039640.8,Mrpl12,-0.548531108393963,6.10996576398416,0.0165729328976155
ENSMUSG00000039770.7,Ypel5,0.70637322395181,4.79623811796546,0.0165729328976155
ENSMUSG00000052182.5,Olfr849,2.20798208409153,1.25733695633007,0.0165729328976155
ENSMUSG00000105356.2,Gm42603,1.07915285279583,3.20508589833435,0.0165729328976155
ENSMUSG00000034892.9,Rps29,-0.586186669167104,5.62439687511952,0.0169578212163557
ENSMUSG00000093674.8,Rpl41,-0.474833510864093,8.26988536846805,0.0169578212163557
ENSMUSG00000020766.5,Galk1,-0.544879495469658,6.11549151963365,0.0175969458793272
ENSMUSG00000020399.15,Havcr2,0.5862559394231,5.65269044834359,0.0178782316638732
ENSMUSG00000040048.15,Ndufb10,-0.550212266540842,6.0176713633346,0.0178782316638732
ENSMUSG00000020423.7,Btg2,0.836096069082133,4.02595380225544,0.0191638957040959
ENSMUSG00000020593.17,Lpin1,0.517676034709528,6.61279765371285,0.0197407969140432
ENSMUSG00000047721.9,Bola2,-0.572322833242433,5.67701221582546,0.0201357751031046
ENSMUSG00000095891.8,Gm10717,0.591508610306689,5.61414171097804,0.0201357751031046
ENSMUSG00000020689.5,Itgb3,0.797458627971017,4.15198647527099,0.0203154603792866
ENSMUSG00000021494.10,Ddx41,-0.526704270346726,6.2549368384978,0.0206529591311148
ENSMUSG00000091012.3,Vmn1r34,3.17612181683099,0.41221828631018,0.0213491138125999
ENSMUSG00000023045.14,Soat2,0.576989960322346,5.68447425670165,0.022160867313975
ENSMUSG00000039994.16,Timeless,-0.522276694264532,6.27431291923147,0.022160867313975
ENSMUSG00000039356.16,Exosc2,-0.58529338147117,5.4723223042445,0.0222874462493556
ENSMUSG00000027245.12,Hypk,-0.499498763999148,6.59754676972215,0.0239583277010044
ENSMUSG00000112963.2,Gm6093,0.450140721943545,9.67657148694244,0.0240863958350913
ENSMUSG00000022972.11,Cfap298,-0.617255154403599,5.14466681490198,0.0245080150783558
ENSMUSG00000032815.17,Fanca,-0.557166663764432,5.70255158423986,0.0257973252966538
ENSMUSG00000024787.15,Snx15,-0.915286451823118,3.48771722393964,0.0282612176020198
ENSMUSG00000001525.11,Tubb5,-0.444249610924361,9.55192041083147,0.0283696230338021
ENSMUSG00000008373.17,Prpf31,-0.467060280352768,7.3629037165632,0.0283696230338021
ENSMUSG00000017897.19,Eya2,0.670288815793852,4.74966579650563,0.0291206868659561
ENSMUSG00000035268.15,Pkig,-0.582371985572185,5.37556810740272,0.0291206868659561
ENSMUSG00000037461.11,Ints7,-0.499185507038913,6.44336043208989,0.0291206868659561
ENSMUSG00000060938.15,Rpl26,-0.577777656134691,5.41493787515084,0.0291206868659561
ENSMUSG00000107460.2,Gm44186,1.26205812344994,2.5642774361167,0.0291206868659561
ENSMUSG00000023055.11,Calcoco1,0.826674250473128,3.93368631961697,0.0300344630584469
ENSMUSG00000022422.14,Dscc1,-0.734710709597445,4.25847294870192,0.0302623172184008
ENSMUSG00000031176.9,Dynlt3,0.625989910779412,5.03007077295699,0.0306352510909287
ENSMUSG00000004393.11,Ddx56,-0.57856319095388,5.36327766707682,0.0307748895484221
ENSMUSG00000031765.9,Mt1,0.450721056672525,8.07809108564696,0.0308556133629106
ENSMUSG00000025283.16,Sat1,0.659550275710253,4.81981594866075,0.0315685459476837
ENSMUSG00000041203.10,Trir,-0.489780888325275,6.50793878274566,0.0321405579520975
ENSMUSG00000109297.2,Gm31522,3.57712588772084,0.0991060099197094,0.0321405579520975
ENSMUSG00000024975.14,Pdcd4,0.798574081163292,4.05041988981702,0.0333074095885639
ENSMUSG00000031762.8,Mt2,0.467623850774028,7.19338491421168,0.0333074095885639
ENSMUSG00000069309.3,H2ac22,0.467608765934726,7.14228479404275,0.0351007958416884
ENSMUSG00000002870.9,Mcm2,-0.445001405416373,7.92862483560348,0.0355095646010238
ENSMUSG00000020460.16,Rps27a,-0.442501342383074,8.21634720443406,0.0355095646010238
ENSMUSG00000031813.9,Mvb12a,-0.553724545464294,5.55317559276494,0.0355095646010238
ENSMUSG00000040747.10,Cd53,0.455376161830364,7.42999481592098,0.0355095646010238
ENSMUSG00000026749.12,Nek6,0.50261683078703,6.26638419083781,0.0355531664559104
ENSMUSG00000022769.10,Sdf2l1,-0.500777115294345,6.29145608720095,0.0358761133201685
ENSMUSG00000042851.18,Zc3h6,0.642359812291737,4.8817019275233,0.0363894450490261
ENSMUSG00000050856.17,Atp5k,-0.475960990266683,6.60108221680733,0.0393865594443281
ENSMUSG00000020715.10,Ern1,0.447818534220594,7.4856271022914,0.0407806225876798
ENSMUSG00000021596.17,Mctp1,0.491413017831787,6.32714674219277,0.0407806225876798
ENSMUSG00000035049.5,Rrp12,-0.511986786423087,5.99304270080964,0.0407806225876798
ENSMUSG00000040463.17,Mybbp1a,-0.431209509864041,8.97591521263161,0.0407806225876798
ENSMUSG00000024143.16,Rhoq,0.574504862759956,5.31265067354209,0.0411143013420328
ENSMUSG00000015837.16,Sqstm1,0.440441851195724,8.30113803333799,0.0427989171859302
ENSMUSG00000032344.18,Cgas,-0.590080236163917,5.0905123166123,0.0427989171859302
ENSMUSG00000032577.17,Mapkapk3,0.527004203817523,5.7723738831602,0.0427989171859302
ENSMUSG00000042462.5,Dctpp1,-0.73425948852772,4.11009185719359,0.0427989171859302
ENSMUSG00000097473.2,Gm26585,2.5338690485864,0.613803997420202,0.0427989171859302
ENSMUSG00000041859.11,Mcm3,-0.429643859137463,8.57082752545003,0.0434116899996583
ENSMUSG00000095567.9,Noc2l,-0.432211857498472,8.28963358873583,0.0434116899996583
ENSMUSG00000035992.16,Fnip1,0.497618776565048,6.16606867245408,0.0441814846081981
ENSMUSG00000052632.17,Asap2,0.687322168352209,4.41574793432565,0.0454833960731832
ENSMUSG00000025792.10,Slc25a10,-0.693362807054601,4.32014801802504,0.0456343557648152
ENSMUSG00000028273.16,Pdlim5,0.43694277997422,7.66912983874458,0.0456343557648152
ENSMUSG00000079641.4,Rpl39,-0.545306836871462,5.45038815258852,0.0474397929291528
ENSMUSG00000025145.14,Lrrc45,-0.572172116981365,5.17581860150067,0.0479928912830544
ENSMUSG00000028540.7,Dph2,-0.780357657264435,3.83165619556383,0.0499735272891017
