#term ID,term description,observed gene count,background gene count,false discovery rate,matching proteins in your network (IDs),matching proteins in your network (labels)
GO:0071310,cellular response to organic substance,14,1858,0.00031,"ENSMUSP00000000505,ENSMUSP00000003274,ENSMUSP00000010605,ENSMUSP00000018094,ENSMUSP00000020215,ENSMUSP00000033899,ENSMUSP00000034148,ENSMUSP00000034187,ENSMUSP00000039041,ENSMUSP00000086795,ENSMUSP00000087047,ENSMUSP00000094082,ENSMUSP00000105396,ENSMUSP00000113852","Camk1d,Cd34,Cd37,Cd86,Ect2,Hnf4a,Il15,Lgals1,Lsp1,Mcm7,Mgst1,Mmp2,Nrk,Plac8,Rfc2,Rnase6,Syk"
GO:0006950,response to stress,17,2899,0.00035,"ENSMUSP00000000505,ENSMUSP00000008684,ENSMUSP00000016638,ENSMUSP00000018094,ENSMUSP00000018963,ENSMUSP00000023867,ENSMUSP00000031264,ENSMUSP00000034148,ENSMUSP00000034187,ENSMUSP00000037028,ENSMUSP00000086795,ENSMUSP00000087047,ENSMUSP00000093613,ENSMUSP00000096061,ENSMUSP00000103935,ENSMUSP00000108675,ENSMUSP00000113852","Anxa2,Cd34,Cd86,Ctss,Ebi3,Flt3,Il15,Lgals1,Lst1,Rnase6,Satb1,Sell,Syk"
GO:0002376,immune system process,13,1703,0.00046,"ENSMUSP00000003274,ENSMUSP00000015667,ENSMUSP00000016638,ENSMUSP00000027871,ENSMUSP00000034148,ENSMUSP00000034756,ENSMUSP00000039041,ENSMUSP00000086795,ENSMUSP00000087047,ENSMUSP00000093613,ENSMUSP00000094949,ENSMUSP00000113852,ENSMUSP00000116006","Cd86,Ebi3,Flt3,Il15,Lgals1,Satb1,Syk"
GO:0046649,lymphocyte activation,7,378,0.00046,"ENSMUSP00000003274,ENSMUSP00000034148,ENSMUSP00000039041,ENSMUSP00000086795,ENSMUSP00000087047,ENSMUSP00000113852,ENSMUSP00000116006","Antxr2,Anxa2,Anxa6,Arhgap30,Camk1d,Cd34,Cd37,Cd86,Col4a2,Csf2rb,Ctss,Dnmt3b,Ebi3,Ect2,Flt3,Hnf4a,Il12rb2,Il15,Lgals1,Lsp1,Lst1,Mcm7,Mmp2,Nrk,Plac8,Rassf4,Rfc2,Satb1,Sell,Socs2,Syk"
GO:0050789,regulation of biological process,31,9594,0.00046,"ENSMUSP00000000505,ENSMUSP00000003274,ENSMUSP00000010605,ENSMUSP00000015667,ENSMUSP00000016638,ENSMUSP00000018094,ENSMUSP00000018963,ENSMUSP00000020215,ENSMUSP00000023867,ENSMUSP00000027871,ENSMUSP00000031264,ENSMUSP00000031281,ENSMUSP00000033899,ENSMUSP00000034148,ENSMUSP00000034187,ENSMUSP00000034756,ENSMUSP00000037028,ENSMUSP00000039041,ENSMUSP00000048267,ENSMUSP00000059389,ENSMUSP00000086795,ENSMUSP00000087047,ENSMUSP00000094082,ENSMUSP00000094949,ENSMUSP00000096061,ENSMUSP00000103935,ENSMUSP00000104511,ENSMUSP00000105396,ENSMUSP00000108675,ENSMUSP00000113852,ENSMUSP00000116006","Antxr2,Anxa2,Anxa6,Arhgap30,Camk1d,Cd34,Cd37,Cd86,Col4a2,Csf2rb,Ctss,Dnmt3b,Ebi3,Ect2,Flt3,Hnf4a,Il12rb2,Il15,Lgals1,Lsp1,Lst1,Mcm7,Mmp2,Nrk,Plac8,Rassf4,Rfc2,Satb1,Sell,Slc28a2,Socs2,Syk"
GO:0065007,biological regulation,32,10168,0.00046,"ENSMUSP00000000505,ENSMUSP00000003274,ENSMUSP00000010605,ENSMUSP00000015667,ENSMUSP00000016638,ENSMUSP00000018094,ENSMUSP00000018963,ENSMUSP00000020215,ENSMUSP00000023867,ENSMUSP00000027871,ENSMUSP00000031264,ENSMUSP00000031281,ENSMUSP00000033899,ENSMUSP00000034148,ENSMUSP00000034187,ENSMUSP00000034756,ENSMUSP00000037028,ENSMUSP00000039041,ENSMUSP00000048267,ENSMUSP00000059389,ENSMUSP00000086795,ENSMUSP00000087047,ENSMUSP00000094082,ENSMUSP00000094949,ENSMUSP00000096061,ENSMUSP00000103935,ENSMUSP00000104511,ENSMUSP00000105396,ENSMUSP00000106154,ENSMUSP00000108675,ENSMUSP00000113852,ENSMUSP00000116006","Antxr2,Anxa2,Anxa6,Arhgap30,Camk1d,Cd34,Cd37,Cd86,Col4a2,Csf2rb,Dnmt3b,Ebi3,Ect2,Flt3,Hnf4a,Il12rb2,Il15,Lgals1,Lsp1,Lst1,Mcm7,Mmp2,Nrk,Plac8,Rassf4,Rfc2,Satb1,Sell,Socs2,Syk"
GO:0050794,regulation of cellular process,30,9045,0.00047,"ENSMUSP00000000505,ENSMUSP00000003274,ENSMUSP00000010605,ENSMUSP00000016638,ENSMUSP00000018094,ENSMUSP00000018963,ENSMUSP00000020215,ENSMUSP00000023867,ENSMUSP00000027871,ENSMUSP00000031264,ENSMUSP00000031281,ENSMUSP00000033899,ENSMUSP00000034148,ENSMUSP00000034187,ENSMUSP00000034756,ENSMUSP00000037028,ENSMUSP00000039041,ENSMUSP00000048267,ENSMUSP00000059389,ENSMUSP00000086795,ENSMUSP00000087047,ENSMUSP00000094082,ENSMUSP00000094949,ENSMUSP00000096061,ENSMUSP00000103935,ENSMUSP00000104511,ENSMUSP00000105396,ENSMUSP00000108675,ENSMUSP00000113852,ENSMUSP00000116006","Cd37,Cd86,Flt3,Il12rb2,Il15,Lsp1,Mgst1,Mmp2,Plac8,Rnase6,Satb1,Sell,Syk"
GO:0009605,response to external stimulus,13,1794,0.00058,"ENSMUSP00000008684,ENSMUSP00000010605,ENSMUSP00000018963,ENSMUSP00000027871,ENSMUSP00000031264,ENSMUSP00000034148,ENSMUSP00000034187,ENSMUSP00000039041,ENSMUSP00000087047,ENSMUSP00000093613,ENSMUSP00000096061,ENSMUSP00000113852,ENSMUSP00000116006","Antxr2,Anxa2,Anxa6,Arhgap30,Camk1d,Cd34,Cd37,Cd86,Col4a2,Csf2rb,Ctss,Dnmt3b,Ebi3,Ect2,Flt3,Hnf4a,Il12rb2,Il15,Lgals1,Lsp1,Lst1,Mamdc2,Mcm5,Mcm7,Mgst1,Mmp2,Nrk,Plac8,Rassf4,Rfc2,Rnase6,Satb1,Sell,Socs2,Syk"
GO:0009987,cellular process,35,12459,0.00058,"ENSMUSP00000000505,ENSMUSP00000003274,ENSMUSP00000008684,ENSMUSP00000010605,ENSMUSP00000015667,ENSMUSP00000016638,ENSMUSP00000018094,ENSMUSP00000018963,ENSMUSP00000020215,ENSMUSP00000023867,ENSMUSP00000027871,ENSMUSP00000031264,ENSMUSP00000031281,ENSMUSP00000033899,ENSMUSP00000034148,ENSMUSP00000034187,ENSMUSP00000034756,ENSMUSP00000037028,ENSMUSP00000039041,ENSMUSP00000045432,ENSMUSP00000048267,ENSMUSP00000059389,ENSMUSP00000086795,ENSMUSP00000087047,ENSMUSP00000093613,ENSMUSP00000094082,ENSMUSP00000094949,ENSMUSP00000096061,ENSMUSP00000103935,ENSMUSP00000104511,ENSMUSP00000105396,ENSMUSP00000108675,ENSMUSP00000113852,ENSMUSP00000116006,ENSMUSP00000126135","Ebi3,Flt3,Il15,Satb1"
GO:0046651,lymphocyte proliferation,4,82,0.0011,"ENSMUSP00000003274,ENSMUSP00000034148,ENSMUSP00000039041,ENSMUSP00000116006","Cd37,Cd86,Flt3,Il15,Lgals1,Lst1,Syk"
GO:0002694,regulation of leukocyte activation,7,479,0.0012,"ENSMUSP00000034148,ENSMUSP00000039041,ENSMUSP00000086795,ENSMUSP00000087047,ENSMUSP00000094949,ENSMUSP00000096061,ENSMUSP00000113852","Anxa2,Camk1d,Cd34,Cd37,Ctss,Il15,Sell,Syk"
GO:0032101,regulation of response to external stimulus,8,681,0.0012,"ENSMUSP00000015667,ENSMUSP00000016638,ENSMUSP00000027871,ENSMUSP00000034148,ENSMUSP00000034756,ENSMUSP00000037028,ENSMUSP00000096061,ENSMUSP00000113852","Camk1d,Cd34,Cd86,Col4a2,Dnmt3b,Ect2,Flt3,Hnf4a,Il15,Lgals1,Nrk,Socs2,Syk"
GO:2000026,regulation of multicellular organismal development,13,1961,0.0012,"ENSMUSP00000016638,ENSMUSP00000018094,ENSMUSP00000020215,ENSMUSP00000033899,ENSMUSP00000034148,ENSMUSP00000037028,ENSMUSP00000039041,ENSMUSP00000086795,ENSMUSP00000087047,ENSMUSP00000103935,ENSMUSP00000105396,ENSMUSP00000108675,ENSMUSP00000113852","Camk1d,Cd37,Cd86,Flt3,Il15,Lgals1,Lst1,Mmp2,Sell,Syk"
GO:0002682,regulation of immune system process,10,1165,0.0014,"ENSMUSP00000027871,ENSMUSP00000034148,ENSMUSP00000034187,ENSMUSP00000037028,ENSMUSP00000039041,ENSMUSP00000086795,ENSMUSP00000087047,ENSMUSP00000094949,ENSMUSP00000096061,ENSMUSP00000113852","Cd86,Dnmt3b,Ect2,Hnf4a,Il12rb2,Il15,Lgals1,Mgst1,Mmp2,Sell,Socs2"
GO:1901700,response to oxygen-containing compound,11,1429,0.0014,"ENSMUSP00000008684,ENSMUSP00000010605,ENSMUSP00000018094,ENSMUSP00000020215,ENSMUSP00000027871,ENSMUSP00000034148,ENSMUSP00000034187,ENSMUSP00000086795,ENSMUSP00000087047,ENSMUSP00000103935,ENSMUSP00000105396","Anxa2,Flt3,Il15,Lgals1,Satb1,Syk"
GO:0002521,leukocyte differentiation,6,340,0.0015,"ENSMUSP00000034148,ENSMUSP00000034756,ENSMUSP00000039041,ENSMUSP00000086795,ENSMUSP00000113852,ENSMUSP00000116006","Camk1d,Cd37,Cd86,Il15,Lgals1,Mmp2,Sell,Syk"
GO:0009897,external side of plasma membrane,6,308,0.0016,"ENSMUSP00000010605,ENSMUSP00000016638,ENSMUSP00000027871,ENSMUSP00000031281,ENSMUSP00000039041,ENSMUSP00000087047","Cd37,Cd86,Flt3,Il12rb2,Mgst1,Plac8,Rnase6,Syk"
GO:0044421,extracellular region part,11,1390,0.0016,"ENSMUSP00000003274,ENSMUSP00000015667,ENSMUSP00000016638,ENSMUSP00000033899,ENSMUSP00000034148,ENSMUSP00000034187,ENSMUSP00000034756,ENSMUSP00000045432,ENSMUSP00000086795,ENSMUSP00000087047,ENSMUSP00000093613","Flt3,Il15,Lgals1,Satb1,Syk"
GO:0098552,side of membrane,7,514,0.0016,"ENSMUSP00000010605,ENSMUSP00000016638,ENSMUSP00000027871,ENSMUSP00000031281,ENSMUSP00000039041,ENSMUSP00000087047,ENSMUSP00000113852","Ebi3,Il15,Satb1"
GO:0002684,positive regulation of immune system process,8,771,0.0024,"ENSMUSP00000027871,ENSMUSP00000034148,ENSMUSP00000034187,ENSMUSP00000037028,ENSMUSP00000086795,ENSMUSP00000087047,ENSMUSP00000096061,ENSMUSP00000113852","Ebi3,Flt3,Il15,Satb1,Syk"
GO:0051707,response to other organism,8,779,0.0025,"ENSMUSP00000008684,ENSMUSP00000010605,ENSMUSP00000031264,ENSMUSP00000039041,ENSMUSP00000087047,ENSMUSP00000093613,ENSMUSP00000096061,ENSMUSP00000113852","Anxa2,Cd37,Cd86,Flt3,Hnf4a,Il15,Lst1,Mmp2,Nrk,Plac8,Syk"
GO:0030098,lymphocyte differentiation,5,243,0.0028,"ENSMUSP00000034148,ENSMUSP00000039041,ENSMUSP00000086795,ENSMUSP00000113852,ENSMUSP00000116006","Cd86,Flt3,Il15,Lgals1,Lst1,Syk"
GO:0042098,T cell proliferation,3,42,0.0028,"ENSMUSP00000003274,ENSMUSP00000034148,ENSMUSP00000116006","Anxa2,Cd34,Flt3,Il15,Lgals1,Satb1,Syk"
GO:0042110,T cell activation,5,244,0.0028,"ENSMUSP00000003274,ENSMUSP00000034148,ENSMUSP00000039041,ENSMUSP00000113852,ENSMUSP00000116006","Cd86,Dnmt3b,Ect2,Il15,Lgals1,Mgst1,Mmp2,Socs2"
GO:0042127,regulation of cell population proliferation,11,1594,0.0028,"ENSMUSP00000018094,ENSMUSP00000031264,ENSMUSP00000034148,ENSMUSP00000034187,ENSMUSP00000034756,ENSMUSP00000039041,ENSMUSP00000087047,ENSMUSP00000094949,ENSMUSP00000096061,ENSMUSP00000108675,ENSMUSP00000113852","Anxa2,Camk1d,Cd34,Col4a2,Dnmt3b,Ect2,Flt3,Hnf4a,Il15,Lgals1,Lst1,Mmp2,Plac8,Satb1,Socs2,Syk"
GO:0051249,regulation of lymphocyte activation,6,396,0.0028,"ENSMUSP00000034148,ENSMUSP00000039041,ENSMUSP00000086795,ENSMUSP00000087047,ENSMUSP00000094949,ENSMUSP00000113852","Flt3,Il15,Satb1,Syk"
GO:0030097,hemopoiesis,7,600,0.0029,"ENSMUSP00000016638,ENSMUSP00000034148,ENSMUSP00000034756,ENSMUSP00000039041,ENSMUSP00000086795,ENSMUSP00000113852,ENSMUSP00000116006","Col4a2,Syk"
GO:0005764,lysosome,6,422,0.0036,"ENSMUSP00000015667,ENSMUSP00000016638,ENSMUSP00000034756,ENSMUSP00000038017,ENSMUSP00000093613,ENSMUSP00000104511","Anxa2,Cd34,Cd37,Cd86,Ctss,Il15,Mmp2,Nrk,Syk"
GO:1901701,cellular response to oxygen-containing compound,8,870,0.0043,"ENSMUSP00000008684,ENSMUSP00000020215,ENSMUSP00000034148,ENSMUSP00000034187,ENSMUSP00000086795,ENSMUSP00000087047,ENSMUSP00000103935,ENSMUSP00000105396","Anxa2,Cd34,Cd86,Col4a2,Flt3,Lgals1,Mmp2,Plac8,Socs2"
GO:0030154,cell differentiation,16,3462,0.0046,"ENSMUSP00000016638,ENSMUSP00000018094,ENSMUSP00000020215,ENSMUSP00000031264,ENSMUSP00000033899,ENSMUSP00000034148,ENSMUSP00000034187,ENSMUSP00000034756,ENSMUSP00000037028,ENSMUSP00000039041,ENSMUSP00000086795,ENSMUSP00000094949,ENSMUSP00000103935,ENSMUSP00000105396,ENSMUSP00000113852,ENSMUSP00000116006","Anxa2,Cd34,Col4a2,Mmp2,Syk"
GO:0042555,MCM complex,2,10,0.0053,"ENSMUSP00000000505,ENSMUSP00000126135","Cd34,Ctss,Flt3,Slc28a2"
GO:0030217,T cell differentiation,4,154,0.0054,"ENSMUSP00000034148,ENSMUSP00000039041,ENSMUSP00000113852,ENSMUSP00000116006","Flt3,Il12rb2,Il15,Syk"
GO:0038063,collagen-activated tyrosine kinase receptor signaling pathway,2,9,0.0054,"ENSMUSP00000033899,ENSMUSP00000113852","Anxa2,Camk1d,Cd34,Cd37,Cd86,Ctss,Dnmt3b,Ect2,Flt3,Hnf4a,Il12rb2,Il15,Lgals1,Mmp2,Nrk,Plac8,Rfc2,Sell,Socs2,Syk"
GO:0080134,regulation of response to stress,9,1167,0.0054,"ENSMUSP00000015667,ENSMUSP00000016638,ENSMUSP00000034148,ENSMUSP00000034187,ENSMUSP00000034756,ENSMUSP00000087047,ENSMUSP00000096061,ENSMUSP00000108675,ENSMUSP00000113852","Anxa2,Cd34,Hnf4a,Socs2,Syk"
GO:0051241,negative regulation of multicellular organismal process,9,1191,0.0055,"ENSMUSP00000016638,ENSMUSP00000020215,ENSMUSP00000031264,ENSMUSP00000033899,ENSMUSP00000034187,ENSMUSP00000034756,ENSMUSP00000039041,ENSMUSP00000086795,ENSMUSP00000087047","Anxa2,Cd37,Cd86,Flt3,Il12rb2,Mgst1,Mmp2,Nrk,Plac8,Rnase6,Syk"
GO:0044464,cell part,35,14017,0.0055,"ENSMUSP00000000505,ENSMUSP00000008684,ENSMUSP00000010605,ENSMUSP00000015667,ENSMUSP00000016638,ENSMUSP00000018094,ENSMUSP00000018963,ENSMUSP00000020215,ENSMUSP00000023867,ENSMUSP00000027871,ENSMUSP00000028081,ENSMUSP00000031264,ENSMUSP00000031281,ENSMUSP00000034148,ENSMUSP00000034187,ENSMUSP00000034756,ENSMUSP00000037028,ENSMUSP00000038017,ENSMUSP00000039041,ENSMUSP00000045432,ENSMUSP00000059389,ENSMUSP00000086795,ENSMUSP00000087047,ENSMUSP00000093613,ENSMUSP00000094949,ENSMUSP00000096061,ENSMUSP00000103935,ENSMUSP00000104511,ENSMUSP00000105396,ENSMUSP00000106154,ENSMUSP00000107749,ENSMUSP00000108675,ENSMUSP00000113852,ENSMUSP00000116006,ENSMUSP00000126135","Il15,Satb1,Syk"
GO:0001525,angiogenesis,5,303,0.0056,"ENSMUSP00000016638,ENSMUSP00000033899,ENSMUSP00000034187,ENSMUSP00000034756,ENSMUSP00000113852","Cd86,Il15,Lgals1,Syk"
GO:0004896,cytokine receptor activity,4,88,0.0056,"ENSMUSP00000003274,ENSMUSP00000010605,ENSMUSP00000039041,ENSMUSP00000094082","Anxa2,Cd34,Syk"
GO:0001894,tissue homeostasis,4,165,0.006,"ENSMUSP00000015667,ENSMUSP00000016638,ENSMUSP00000039041,ENSMUSP00000106154","Cd34,Ebi3,Flt3,Il15,Mcm7,Satb1"
GO:0018108,peptidyl-tyrosine phosphorylation,4,164,0.006,"ENSMUSP00000010605,ENSMUSP00000034148,ENSMUSP00000039041,ENSMUSP00000113852","Cd86,Il12rb2,Mgst1,Plac8,Rnase6,Syk"
GO:0048518,positive regulation of biological process,20,5340,0.0063,"ENSMUSP00000010605,ENSMUSP00000015667,ENSMUSP00000016638,ENSMUSP00000018094,ENSMUSP00000020215,ENSMUSP00000023867,ENSMUSP00000027871,ENSMUSP00000031264,ENSMUSP00000034148,ENSMUSP00000034187,ENSMUSP00000034756,ENSMUSP00000037028,ENSMUSP00000039041,ENSMUSP00000086795,ENSMUSP00000087047,ENSMUSP00000096061,ENSMUSP00000103935,ENSMUSP00000105396,ENSMUSP00000108675,ENSMUSP00000113852","Plac8,Socs2"
GO:0050878,regulation of body fluid levels,5,317,0.0063,"ENSMUSP00000016638,ENSMUSP00000018094,ENSMUSP00000020215,ENSMUSP00000034756,ENSMUSP00000113852","Flt3,Plac8,Socs2"
GO:0051704,multi-organism process,11,1840,0.0065,"ENSMUSP00000008684,ENSMUSP00000010605,ENSMUSP00000031264,ENSMUSP00000034187,ENSMUSP00000034756,ENSMUSP00000039041,ENSMUSP00000087047,ENSMUSP00000093613,ENSMUSP00000096061,ENSMUSP00000108675,ENSMUSP00000113852","Camk1d,Cd37,Cd86,Il15,Lsp1,Plac8,Rnase6,Syk"
GO:0046631,alpha-beta T cell activation,3,71,0.0074,"ENSMUSP00000034148,ENSMUSP00000113852,ENSMUSP00000116006","Cd37,Col4a2,Csf2rb,Ebi3,Flt3,Hnf4a,Il12rb2,Il15,Socs2,Syk"
GO:0050870,positive regulation of T cell activation,4,180,0.0074,"ENSMUSP00000034148,ENSMUSP00000086795,ENSMUSP00000087047,ENSMUSP00000113852","Cd34,Flt3,Il12rb2,Il15,Syk"
GO:0030193,regulation of blood coagulation,3,76,0.0087,"ENSMUSP00000016638,ENSMUSP00000034756,ENSMUSP00000113852","Cd86,Hnf4a,Il12rb2,Il15,Mgst1,Mmp2,Socs2"
GO:0044459,plasma membrane part,12,2362,0.0096,"ENSMUSP00000010605,ENSMUSP00000016638,ENSMUSP00000027871,ENSMUSP00000031281,ENSMUSP00000034756,ENSMUSP00000039041,ENSMUSP00000087047,ENSMUSP00000096061,ENSMUSP00000103935,ENSMUSP00000104511,ENSMUSP00000106154,ENSMUSP00000113852","Cd86,Il15,Lst1,Syk"
GO:0008283,cell population proliferation,6,565,0.01,"ENSMUSP00000000505,ENSMUSP00000003274,ENSMUSP00000016638,ENSMUSP00000034148,ENSMUSP00000039041,ENSMUSP00000116006","Anxa2,Camk1d,Cd34,Dnmt3b,Ect2,Flt3,Il12rb2,Il15,Socs2,Syk"
GO:0009617,response to bacterium,6,566,0.01,"ENSMUSP00000008684,ENSMUSP00000010605,ENSMUSP00000031264,ENSMUSP00000087047,ENSMUSP00000093613,ENSMUSP00000113852","Mcm5,Mcm7,Rfc2"
GO:0040015,negative regulation of multicellular organism growth,2,16,0.01,"ENSMUSP00000020215,ENSMUSP00000031264","Anxa2,Camk1d,Cd34,Cd37,Cd86,Ctss,Ebi3,Ect2,Hnf4a,Il15,Mmp2,Nrk,Sell,Socs2,Syk"
GO:0040014,regulation of multicellular organism growth,3,84,0.0102,"ENSMUSP00000020215,ENSMUSP00000031264,ENSMUSP00000039041","Cd37,Cd86,Plac8,Rnase6,Syk"
GO:0005615,extracellular space,8,1131,0.0103,"ENSMUSP00000003274,ENSMUSP00000015667,ENSMUSP00000034148,ENSMUSP00000034187,ENSMUSP00000034756,ENSMUSP00000086795,ENSMUSP00000087047,ENSMUSP00000093613","Cd86,Il15,Syk"
