x	y	gene	pval
32	1.142622784488207	Nckap1	0.975592053240551
17	0.441888416489383	Meis2	0.5977642799679502
38	1.1986698705566212	Dnmt3b	0.08714714939187147
79	2.6455353181057135	Procr	0.49060074861282355
27	0.9444041121753625	Tm4sf1	0.1531310459636337
20	0.6111943686298619	Wwtr1	0.015126011292938687
26	0.9953741674162271	Efna1	0.6583919047514074
24	0.5780722313302199	Abca4	0.0011469142367487738
16	0.460111282007994	Tmem56	0.6055379038665683
36	1.0133395959188531	Rorc	0.6347643404683341
26	0.9365116371190788	Gem	0.9487265926107162
142	4.996125216212952	Mllt3	0.06121670900515037
26	0.6735598417472176	Abcb1b	0.42692471267830057
21	0.6528696050151696	Cd38	0.25957627483614126
20	0.5234568392602797	Plac8	0.5845508842749056
41	1.2572938445826558	Mcm7	0.3585309463825358
108	3.8095404228725935	Nt5c3	0.020329200379045103
4	0.15858971615083936	Clec1b	0.46694825768961634
56	1.7546397378684024	Art4	0.03761593444872125
104	2.115620832021931	Dennd5b	0.28585580279512857
34	1.1614219230787928	Klrb1c	0.26698239234392873
111	2.8713490766369443	Cd9	0.7538186206701805
117	4.784555193147429	Sult1a1	0.1336324400171166
75	2.8738778653852424	Nupr1	7.858441960710575e-09
22	0.6402086850075028	Cd37	0.830853959462597
36	0.9950128473386892	Acsl4	0.976538758022949
14	0.441712665815773	Adgrg2	0.19637188929359153
18	0.5677446703788452	Col4a2	0.2748075620968165
31	1.0653492083896	Sfrp1	0.6560481981398882
25	0.6829817766244111	Il15	0.5655173643783764
109	2.787538904641995	Mt1	2.6123891545750962e-11
26	0.8184047768717808	Pgr	0.18698460967832667
24	0.7394574031837823	Ldhd	0.0495515706454741
60	1.7048050865425155	Trpc6	0.33767767497888856
22	0.6755208627779411	Pdgfd	0.18041178006447858
13	0.36766952877782455	Anxa2	0.4032578056028886
24	0.7372885410219737	Nrg4	0.8375736591854044
32	0.9497624566439716	Neo1	0.2929244269234607
64	1.7640604363796	Plscr1	0.03798250491800133
53	1.0565805577677465	Plscr2	0.0022316806024739104
55	1.8299310439382959	Plscr4	0.8101472321039572
16	0.27352042288095124	Acpp	0.7173054317752598
21	0.6886846835350584	Sbspon	0.003600302078083211
74	2.194561301065581	Clec1a	0.15088961512185678
23	0.67604214375435	Mamdc2	0.10128917975161167
64	1.641979463725134	Lpar6	0.4192242630767241
44	1.3291549329536096	Ndn	0.28227036025751934
69	2.2057856314494475	Exoc6b	0.03584610977705031
13	0.33059497260061405	B3galt1	0.3820873761746981
54	1.1679368216912647	Ppp1r16b	0.5383588253255855
124	4.618860465735927	Tgm2	0.029623147800426637
51	1.545163587456512	Plcl1	0.03719000338631532
132	4.957670755484714	Egr1	0.019092367118715245
28	0.8820590625989745	Pbx3	0.47766695701878903
47	1.0899842087148126	Tnfsf10	0.3000377615547739
27	0.7848178099051994	Arhgap29	0.0023275922871935323
45	1.370084198224534	Ptger4	0.0011077868091605922
16	0.37126233428445343	Dnm3	0.6129448973593676
23	0.44300526008398156	Abcb1a	0.7997119637573449
13	0.40977022756186016	Cyyr1	0.10362021973505146
56	1.6539568604316488	Tox	0.09654185512697762
16	0.47072124048723907	Fhdc1	0.5189398007994521
9	0.2193383993973269	Rassf4	0.42860597595877414
10	0.3692554269038911	Asb4	0.8043399692476879
112	1.979109758042528	Flt3	0.32423840777796364
104	4.0377977673471195	Zfp36	6.596522734448225e-07
81	2.7994895826294077	Cavin2	0.0028173058755817065
29	0.7440033395634288	Rhoj	0.6844492853978569
25	0.799646418389237	Cldn12	0.1156942106653405
67	2.0245627272466713	Mlec	0.3384340871648819
31	0.9667880526896764	Gpr183	7.049000438148344e-05
21	0.5462980943472594	Tacstd2	0.023581442848903927
136	3.850636708087692	Cpne8	0.17572583391178612
111	4.209032595401287	Jun	1.0427009614436343e-06
52	1.5877556159508779	Jam2	0.8895290398615635
110	3.707594003258393	Aldh1a1	0.02977545057376245
128	4.679576176083556	Mmrn1	0.8658110002743098
48	1.5724116632660723	Phactr1	0.08631689724684714
12	0.2412958537655096	Maf	0.10614635501499041
23	0.7369078965522163	Ghr	0.39326585602635256
79	2.4856805025452897	Clca3a1	3.4750996192336244e-08
53	1.5590479761786489	Pla2g4a	0.4334583552251061
131	5.482653647081849	Prtn3	0.0001570656325266911
115	4.3627059958240935	Gstm1	0.8941782731623673
94	3.1237666792823173	Gda	0.30709872643144975
13	0.41278463908393787	Il1rapl2	0.06893721726591777
39	1.1473726171506593	Slc14a1	0.4654006713080845
45	1.3410031936408913	Serpinb6a	0.5727151768365466
118	3.0036197701553093	Prcp	0.7650745248308755
10	0.2561992397620753	Pclo	0.6588790996327305
20	0.5447719136317529	Kdr	0.3889696939338333
36	1.17298895653029	Cyp26b1	0.9807685795043254
35	1.0713556617353313	Dhrs3	0.011265480816436626
17	0.533610259984436	Phf11d	0.5735376126521736
84	2.92005942691025	Lst1	4.648055674147433e-06
33	0.8102653308166393	Prnp	0.8615959711671616
24	0.7492306310093675	Kcnip3	0.5012670747781278
