x	y	gene	pval
114	3.216206214887627	Selp	0.5829678742704236
87	2.3443851872933386	Serpinb6a	0.7346000109961388
46	0.6680201191820941	Serpinb8	0.8506080983612999
30	0.6707708589085952	Sfrp1	0.6115653549296907
84	2.0526051888899572	Slamf1	0.29998842715381363
86	1.9002715631613105	Slc14a1	0.3127351391355206
36	0.7937670363604774	Slc28a2	0.5676961462381724
48	1.0516158565289027	Slc6a15	0.8312498962175275
79	1.8697770812550971	Socs2	0.45381039078595686
40	0.9672998392179697	Stom	0.5342747783848207
128	2.349640926115521	Stxbp4	0.37510416906111266
146	4.416252559520883	Sult1a1	0.07576335906033452
108	2.0965654842110353	Syk	0.12616290932311197
58	1.2257948063866182	Tacstd2	0.41491999373629973
70	1.4371814507335974	Tbc1d8	0.38912390229212146
200	6.528909127907911	Tgm2	0.1269437144235472
31	0.7532177393093084	Thbd	0.586787415256312
34	0.8610674914997771	Tm4sf1	0.5604260402322063
189	5.738022812130694	Tmem176a	0.6516947867781474
163	3.090711276709283	Tnfsf10	0.6286795967112833
92	1.821967176094432	Tox	0.3056764813924257
134	3.4654808118860743	Trim47	0.7569460653277252
153	3.842426757592307	Trpc6	0.7599801541293671
186	5.488892065091466	Tsc22d1	0.5757135262498145
24	0.42781133975502367	Vldlr	0.6765688984617776
190	5.184585745591601	Vmp1	0.542024465075823
129	4.0166881036237445	Vwf	0.11219350771925292
17	0.3535509594277241	Wwtr1	0.7082566968683033
