Gene.symbol	logFC	adj.P.Val
Ppp1r16b	0.771365631	0.110647004
Dnmt3b	-0.605092943	0.112845839
Lamp2	0.667803354	0.114737678
Prnp	0.576976572	0.117649745
Plek	2.031871309	0.122155745
Plscr1	0.798352301	0.125205457
Plek	1.543201936	0.13112329
Klhl4	1.66775815	0.13440369
Dhrs3	1.231277972	0.139497984
Meis2	1.056866604	0.13967698
Plscr1	0.76823942	0.139955815
Bcl6	0.951795876	0.141538111
Alcam	1.273683255	0.145522618
Mef2c	0.68294407	0.146146817
Vldlr	1.015493873	0.149870129
Il1rapl2	1.49859437	0.164851744
Mcm5	-0.62773617	0.164851744
Lamp2	0.474184345	0.174137374
Ddr1	1.079215821	0.176580614
Plscr1	2.022685362	0.182883171
Arhgap30	-0.993961335	0.183390865
Mmrn1	0.600534964	0.187661746
Lsr	0.614270525	0.189415761
Cd9	0.64617704	0.190821172
Cxcl16	0.61952388	0.192082299
Slamf1	0.708740379	0.200548325
Syk	-0.516926712	0.20267161
Nrk	-0.974646797	0.203514706
Tmem47	1.254026837	0.205582185
S100a6	1.063912481	0.212260163
Cldn12	0.459000316	0.219159067
Gstm7	0.448112071	0.220189484
Neo1	2.984087444	0.225280043
Mcm7	-0.445073569	0.225369807
Pla2g4a	0.439320814	0.230935439
Cyp26b1	1.399397005	0.243186024
Stom	0.86009231	0.251823501
Dennd5b	0.638363527	0.264024981
Zfp334	0.770341182	0.270667217
Trpc6	0.509212561	0.271193668
Ndn	0.451747922	0.272810259
Runx1t1	1.149882753	0.290911892
Tc2n	1.090228427	0.301473784
Myo1e	0.764194322	0.305318405
Meis2	0.906676811	0.306826427
Anxa6	-0.366010059	0.31554843
Acsl4	0.648464862	0.31841657
Id2	0.722527386	0.322214589
Vldlr	1.324453023	0.325219793
Ndn	0.379853039	0.327801415
Neo1	0.570045716	0.328956543
Il1rapl2	1.615165884	0.330150658
Pgr	0.478906351	0.337512744
Trpc1	0.549958758	0.340433511
Slamf1	0.530211401	0.354303536
Arhgap29	0.978965149	0.356281933
Tgm2	0.476137055	0.364857906
Mab21l2	0.645010855	0.367768939
Stxbp4	0.774465787	0.37407735
Ndn	0.373133625	0.378336075
Mllt3	0.34463813	0.378664358
Serpinb8	0.597302263	0.390254629
Gem	1.330799174	0.391141794
Tmem176a	0.457838333	0.391484719
Camk1d	-0.62584762	0.393824541
Ddr1	0.426327048	0.399196047
Clec1b	1.316626829	0.399230826
Jam2	0.52500671	0.419243591
Rorb	0.913647456	0.420406752
Syk	-0.761933339	0.420406752
Tgm2	0.508549466	0.425185804
Stom	0.562477636	0.426227029
Mef2c	0.401837454	0.435953594
Ly6e	0.40270992	0.441837821
Tsc22d1	0.381151952	0.446140114
Tacstd2	0.945190967	0.452667079
Ocln	0.841438266	0.453097233
Mef2c	0.388800074	0.453097233
Mcm7	-0.345866644	0.455552379
Gstm1	0.434749124	0.460010917
Phactr1	0.504430742	0.461909236
Serpinb8	0.567552291	0.462660727
Ndn	0.410571806	0.462660727
Gabra4	0.328737086	0.47294377
Tsc22d1	0.640996258	0.483380778
Gstm1	0.37088686	0.487637298
Stxbp4	0.944427403	0.49124264
Mllt3	0.303896805	0.492741704
Ntf3	0.417911998	0.504263289
Ptprk	0.78389063	0.506811557
Stom	0.306051469	0.522185689
Tgm2	0.461711018	0.533561183
Osmr	0.355204895	0.548041851
Tgm2	0.437275286	0.548264396
Acsl4	0.575473471	0.559324455
Efna1	0.456272044	0.559871539
Rassf4	-0.391617859	0.56462173
Mcm7	-0.303833457	0.566460547
Tsc22d1	0.423195725	0.56883954
Pcdhb16	0.875693378	0.574550495
Mcm5	-0.426765589	0.581672936
Tmem176a	0.36480328	0.586465912
Syk	-0.850521424	0.587780788
Maf	0.488410711	0.599364658
Id2	0.367675334	0.602665437
Cpne8	0.348460104	0.602665437
Kcnip3	0.527340714	0.603046193
Runx1t1	0.585533083	0.605093399
Mef2c	0.385855127	0.614270139
Dennd5b	0.42212926	0.623881311
Satb1	-0.38386066	0.627265634
Mcm7	-0.329448929	0.633910687
Acsl4	0.384933844	0.64213593
Tc2n	0.433866271	0.645273482
Kcnip3	0.232351401	0.651154886
Vmp1	0.399464694	0.65649025
Neo1	0.800177414	0.657465386
Tmem176a	0.233223577	0.658554978
Cyyr1	-0.298164882	0.668103926
Pcdhb16	0.216436225	0.685584522
Bmpr1a	0.252970596	0.701868994
Dnm3	0.204227156	0.705716374
Tox	0.498283086	0.706656065
Vldlr	0.501646138	0.722342025
Gstm1	0.33341007	0.726931485
Ndn	-0.329961165	0.727604566
Bmpr1a	0.276993175	0.732863928
Tmem56	0.202410348	0.738502603
Rorb	0.418907356	0.740272855
Ddr1	0.249128434	0.754478636
Alcam	1.066475466	0.758066486
Ptprk	-0.186926637	0.765718293
Hnf4a	-0.271636363	0.769604107
Dsg2	-0.256711715	0.776037975
Runx1t1	0.169518294	0.776271361
Dnm3	0.32361688	0.776325828
Mmrn1	0.20126776	0.776677348
Tsc22d1	0.191785079	0.78333035
Phactr1	-0.204907014	0.786236815
Btg2	1.276068669	0.786399944
Sfrp1	0.177381038	0.797330183
Klrb1b	-0.178083224	0.800054583
Plcl1	0.237903503	0.800054583
Rorc	0.292003829	0.80347456
Tsc22d1	0.370958559	0.805017124
Gstm1	0.211678607	0.805017124
Gpx3	0.267690379	0.80647393
Stom	-0.19906016	0.80647393
Mt1	0.25505446	0.825474967
Jun	1.000761095	0.827050528
Cd37	-0.348253825	0.835680157
Acpp	0.134170265	0.836220144
B3galt1	0.148810713	0.840094237
Jam2	0.233610333	0.842656938
Ghr	0.175522499	0.842656938
Chrna7	-0.184344294	0.844536313
Tnfsf10	0.231406056	0.849540724
Cd86	-0.319522361	0.855160474
Abcb1b	0.162848439	0.855160474
Jam2	0.223836705	0.855435639
Klrb1b	0.130054613	0.859713757
Rbpjl	0.161899891	0.862420178
Btg2	1.22170134	0.86406265
Tm6sf1	-0.225113203	0.86406265
Abat	-0.180684022	0.864941513
Plek	0.370443006	0.865216152
Ppp1r16b	0.157135237	0.873829927
B3galt1	0.155307398	0.876948079
Zfp36	0.963808504	0.877407673
Dennd5b	0.195753664	0.881001039
Mgst1	0.1095628	0.881001039
Sfrp1	0.161239561	0.881242598
Maf	-0.218025786	0.881578479
Ndrg1	0.267472518	0.884401214
Pclo	0.145354518	0.891335121
Itgb3	0.17672227	0.899107812
Stxbp4	-0.194692916	0.901946059
Anxa6	-0.151495314	0.905349715
Mef2c	0.102929289	0.910819819
Phactr1	0.157735387	0.911560187
Jun	0.62621757	0.911560187
Lrrn1	-0.090708099	0.917453227
Ndrg1	0.137961015	0.920148884
Tsc22d1	0.109882689	0.921625455
Satb1	-0.079863755	0.925461447
Nrk	-0.120495953	0.927379192
Prcp	0.142328267	0.931172874
Rbpjl	-0.093957029	0.933075342
Maf	0.112891442	0.941097534
Ptprk	-0.09354907	0.943959708
Tmem56	0.066711877	0.946965609
Klrb1b	-0.075399483	0.948619086
Ly6e	-0.071849164	0.94871063
Ddr1	0.085764932	0.949203264
Zswim5	0.098701221	0.952773426
Prcp	0.220374144	0.952954868
Stom	0.065470663	0.954660392
Ddr1	0.109808794	0.964833103
Adgrg2	0.081178757	0.965531222
Zfp334	0.101115172	0.966051075
Dsg2	0.041154181	0.969345316
Bcl6	0.049444365	0.969348005
Arhgap30	-0.043828794	0.97127296
Acpp	0.039656053	0.973134662
Ptprk	0.042422857	0.973167555
Exoc6b	-0.06706309	0.975076843
Tsc22d1	0.113693065	0.97620572
Stom	-0.059618428	0.977296544
Ptprk	0.048695367	0.977610292
Klrb1b	0.033669656	0.978343577
Fhl1	0.031290185	0.981114919
Klrb1b	0.045926169	0.981272445
Tmem56	-0.037094607	0.981441181
Evc	-0.034008282	0.983750067
Lrrn1	-0.035743942	0.984129182
Arhgap29	-0.029153756	0.985167222
Ndn	0.037091241	0.985188863
Osmr	0.033248569	0.98570423
Myo1e	-0.031705732	0.985928533
Cntn1	0.026272936	0.985993215
Gstm7	0.030407622	0.985993215
Pdgfd	0.029028512	0.988378575
Ddr1	-0.019496771	0.988509422
Cntn1	-0.015501972	0.990158974
Tm4sf1	-0.015564067	0.990669031
Ndn	0.012318199	0.991124518
Hnf4a	0.014962653	0.991458429
Tmem215	0.014155918	0.993689326
Dnm3	0.010838614	0.994985539
Tox	0.016372838	0.995745756
Lsr	-0.006732663	0.996632938
Mmp14	-0.003761464	0.996695253
Nt5c3	-0.001354982	0.998481036
Pclo	3.94E-05	1
