Gene.symbol	logFC	adj.P.Val
Cntn1	0.210421358	0.358665721
Phf11d	0.498588813	0.35888329
Cxcl16	0.291581365	0.37641359
Acsl4	0.174566365	0.394572464
Cd63	0.185844783	0.396229809
Muc1	0.320973477	0.420456144
Dhrs3	0.327279299	0.420790621
Matn4	0.186846116	0.426596841
Efna1	-0.37936223	0.433462006
Jun	0.238938498	0.439366652
Art4	0.379007189	0.443560486
Jam2	0.462923535	0.467582787
Syk	-0.148513022	0.469953493
Rab34	-0.204334292	0.47646413
Kdr	0.355751224	0.48232347
Slc6a15	0.283592688	0.494149872
Pla2g4a	0.165462782	0.510896202
Tsc22d1	0.124509502	0.514216767
Stxbp4	0.257691657	0.518499306
Neo1	0.480258737	0.52122367
Lrrn1	0.436215209	0.523208138
Gstm2	0.569916739	0.532331434
Tacstd2	0.460159467	0.538472871
Rorc	0.31925343	0.540462325
Sfrp1	0.457401071	0.55477079
Dhx40	0.203126588	0.55477079
Col4a2	0.116836317	0.55477079
Gabra4	0.185677883	0.557246189
Hnf4a	-0.156754754	0.559413646
Zfp334	0.123028904	0.585170471
Vmp1	0.162662255	0.58865528
Npdc1	-0.138602676	0.589389403
Cpne8	0.494884851	0.610149978
Rhoj	0.284010437	0.622926155
Dennd5b	-0.328840062	0.652808552
Pros1	0.229587828	0.686769783
Gem	0.230725115	0.687497653
Cd200r4	0.180650623	0.688994295
Serpinb6a	-0.277453703	0.701043423
Dsg2	0.119368162	0.715592339
Ddr1	0.079405826	0.722611736
Perp	-0.134212077	0.74104738
Casp12	0.169171653	0.753450933
Chrna7	0.080073602	0.763989727
Thbd	0.092720795	0.767566876
Ocln	-0.148490599	0.77602998
B3galt1	-0.158955517	0.77655752
Ndn	-0.244939043	0.790132246
Gstm7	-0.104613655	0.810063576
Aspa	0.15999734	0.817063446
Cd38	0.129728014	0.822391394
Tm4sf1	0.189155391	0.826040774
Tmem176a	-0.073928081	0.826778311
Pdgfd	0.130776192	0.838619134
Trpc6	0.04647263	0.840761889
Cyp26b1	-0.052691234	0.854202211
Tm6sf1	-0.089194831	0.859857771
Cd9	0.057524934	0.867259361
Meis2	-0.06978082	0.867608112
Procr	0.096749731	0.86906405
Prtn3	0.070630372	0.876953011
S100a6	-0.15301976	0.893906166
Dnmt3b	-0.034674515	0.896336428
Tmem56	0.093310995	0.930298291
Rgn	-0.030321299	0.939682211
Gadd45g	0.033240545	0.940106474
Nt5c3	0.023105424	0.964197151
Ghr	-0.034258606	0.967103578
Id2	0.010155693	0.992613976
