Gene.symbol	logFC	adj.P.Val
Jam2	2.244275092	0.005563577
Clu	3.463020523	0.005898169
Exoc6b	1.23876377	0.006052094
Rhoj	1.806262386	0.006052094
Alcam	1.39926327	0.006052094
Rassf4	-1.58268739	0.006088913
Arhgap30	-1.38284727	0.006088913
Oxr1	1.392109713	0.006088913
Dsg2	2.176716009	0.006096322
Neo1	2.19099543	0.006234444
Acsl4	1.092949519	0.00682347
Abcb1b	1.252703384	0.007257906
Nrg4	1.902468061	0.007671269
Gstm2	2.534558988	0.007910223
Dnm3	2.018662688	0.008062558
Cpne8	1.794114572	0.008081334
Casp12	1.032715069	0.008227219
Dhrs3	2.303749359	0.008277004
Ampd3	1.321158896	0.008432701
Zg16	3.276937077	0.008432701
Clec1b	1.418164561	0.008432701
Pclo	2.24363243	0.008801713
Bmpr1a	2.445236269	0.008831491
Ptger4	1.137972191	0.008940252
Cysltr2	1.716098835	0.008940252
Cd86	-1.596521015	0.008962908
Cd38	2.769466117	0.009217432
Plek	2.032920542	0.009344883
Id2	1.583742156	0.009388648
Mcm5	-1.025551302	0.009685231
Tmem47	1.752395184	0.009685231
Prtn3	1.308002621	0.009685231
Itgb3	1.632987818	0.009758625
Prcp	1.181993914	0.01001053
Gadd45g	2.675483476	0.01001053
Ddr1	2.570384679	0.01001053
Mt2	2.211548024	0.010541582
Pgr	1.504844224	0.010560196
Nrg4	1.528635186	0.010959963
Dsg2	2.292076466	0.010959963
Cd200r4	0.933058463	0.010959963
B3galt1	1.78422196	0.010959963
Vmp1	1.339417253	0.010959963
Runx1t1	1.495684665	0.011090767
Rnase6	-1.313715143	0.011090767
Dennd5b	1.993923954	0.011191353
Abat	1.759691461	0.011191353
Tm6sf1	-1.509588951	0.01119278
Mef2c	1.035560574	0.011498583
Rorc	1.117528708	0.011498583
Dnmt3b	-0.987851366	0.011498583
Cyyr1	1.197684832	0.01167727
Alcam	1.252298444	0.01178333
Pgr	1.770493359	0.011848886
Pbx3	1.180184329	0.011899614
Aspa	1.637337484	0.011899614
Selp	2.621367867	0.012079683
Nckap1	1.286258247	0.012079683
Phf11d	1.720948635	0.012268896
Dsg2	1.19125764	0.012312498
Prnp	1.000955824	0.012439379
Gm10419	2.471943627	0.012725723
Mcm5	-1.01663961	0.012868532
Plek	1.559975766	0.01322987
Plscr1	1.072789177	0.013416926
Clec1a	2.278514609	0.014302494
Ghr	1.224598853	0.014464087
Asb4	1.507341004	0.014758987
Cyb561	1.753067135	0.01497639
Serpinb6a	1.015335276	0.015467815
B3galt1	1.186912136	0.015708198
Procr	0.771538881	0.015708198
Tmem215	1.492505167	0.015840951
Neo1	1.990798456	0.015995056
Prcp	0.816949975	0.015995056
Arhgap29	1.322988758	0.016442797
Zswim5	1.731429368	0.016478028
Stxbp4	1.376833945	0.016770966
Runx1t1	2.046420376	0.017105841
Ndrg1	1.005002136	0.017576187
Tgm2	1.185662137	0.017827896
Rgn	2.390086522	0.017827896
Ddr1	1.188702077	0.018249232
Abcb1a	1.293248387	0.018332634
Fhdc1	1.401802304	0.018332634
Lrrn1	1.573213879	0.018332634
Ndrg1	0.932719315	0.018332634
Stxbp4	1.3133516	0.01833851
Cytip	0.904236808	0.018774472
Tgm2	1.344162573	0.020064389
Runx1t1	0.877669695	0.020778919
Vldlr	2.279195189	0.020778919
Npdc1	0.717583707	0.02112282
Pbx3	0.910710733	0.021516293
Dnmt3b	-1.128763416	0.021731106
Cytip	1.038249002	0.021731106
Syk	-0.798443567	0.02197587
Ptprk	1.546239548	0.022836291
Muc1	3.19123172	0.023494341
Vldlr	1.116935577	0.024367533
Mllt3	0.674678217	0.025119381
Casp12	1.125762481	0.025715585
Mef2c	0.891228343	0.026273172
Zfp334	1.164026378	0.026672195
Pdgfd	1.191085608	0.026755506
Lst1	-0.897355095	0.02693718
Tmem176a	0.646259539	0.027684652
Mcm7	-0.69988	0.027799468
Gipc2	1.379162577	0.028944948
Wwtr1	0.775328007	0.028984232
Ebi3	-1.496895799	0.029242887
Lamp2	0.691935429	0.029569657
Cpne8	1.177065268	0.029569657
Lamp2	0.95329416	0.030379469
Tox	1.083888306	0.030428446
Rab34	0.808687138	0.030428446
Thbd	0.960383479	0.030867092
Rdh10	1.146096871	0.030897251
Trpc6	0.678190558	0.030897251
Antxr2	-0.9174399	0.031444343
Vwf	2.045137395	0.032075409
Nt5c3	0.7657854	0.032334338
Ptprk	1.640974273	0.032405402
Hnf4a	-1.178092285	0.034803989
Perp	1.611722307	0.036361106
Bmpr1a	2.24926234	0.036387151
Vldlr	1.626678179	0.037213131
Tgm2	0.91697639	0.039959713
Ntf3	3.043263624	0.040268069
Tacstd2	1.553932657	0.040339785
Chrna7	1.961045264	0.040810661
Bcl6	1.104134214	0.043732778
Mmrn1	0.891205161	0.043930334
Lsr	1.155968516	0.044446768
Cytip	1.133630102	0.045446152
Cldn12	0.612140242	0.045476019
Ly6e	0.581533303	0.046220581
Myo1e	0.85275	0.046263308
Cxcl16	0.601498335	0.046571952
Ndrg1	0.972623864	0.046993612
Tgm2	0.889340453	0.047877257
Plscr1	1.1875018	0.048280636
Tgm2	0.888473997	0.048454685
Serpinb8	1.317379001	0.048600621
Il1rapl2	0.998564618	0.048600621
Efna1	0.599888541	0.048817336
Lamp2	0.538555843	0.051219197
Col4a2	-0.792961461	0.051219197
Plac8	-2.514917011	0.052037916
Maf	1.899104097	0.053948966
Phactr1	1.145900584	0.05395982
Cyp26b1	2.265528822	0.054989709
Rorc	0.974364272	0.055403752
Anxa6	-0.958571308	0.055436534
Tnfsf10	0.936333991	0.056806367
Dennd5b	1.160271702	0.057991801
Mef2c	0.96560125	0.058686163
Gpx3	0.500895441	0.058686163
Ppp1r16b	1.345938595	0.060852244
Tnfsf10	1.014225599	0.062244331
Ndn	0.617992768	0.069305829
Ndrg1	1.262380555	0.069380059
Cldn12	0.449618753	0.071795783
Slc6a15	0.952966465	0.072561957
Mllt3	0.876515459	0.073040259
Cd86	-0.742757837	0.073373911
Tsc22d1	0.896215174	0.073476671
Ehd3	1.681946588	0.076730726
Evc	1.007954673	0.078660407
Gem	1.533804714	0.078835943
Rorb	0.815890387	0.081171973
Lamp2	0.43572387	0.081197574
Tox	1.299203144	0.084105575
Tsc22d1	0.629428049	0.088449241
Ndn	0.492721103	0.088926848
Tmem176a	0.634652998	0.089845074
Mllt3	0.904667269	0.089845074
Meis2	0.994974345	0.090518117
B3galt1	0.490683096	0.095256124
Vldlr	1.459162729	0.097996622
Efna1	1.361913385	0.098503432
Il1rapl2	0.904894279	0.100351864
Tm6sf1	-0.916685524	0.100435757
Rab34	0.647174944	0.102745201
Amotl2	1.13120427	0.103570155
Ocln	0.802932896	0.104016095
Cd38	0.913336677	0.104134511
Acsl4	0.741573826	0.104843102
Il15	-0.974748857	0.106103497
Ndn	0.600830838	0.111498658
Plscr1	1.765554478	0.113743597
Sfrp1	0.789464933	0.114841743
Klhl4	1.333459439	0.116237665
Ndn	0.52656408	0.116237665
Gstm1	0.611439499	0.117012036
Mmp2	-1.549973412	0.117480784
Wwtr1	0.776372466	0.118997737
Meis2	0.960696427	0.121101061
Hnf4a	-0.578724139	0.124515362
Mt1	0.612006065	0.124778749
Cd37	-0.776885547	0.127122858
Cd34	-0.992122983	0.129327789
Mmp2	-1.002844958	0.129541418
Mcm7	-0.565962907	0.129562707
Tm4sf1	1.178896688	0.130102091
Dhx40	1.092794474	0.132133165
Nrk	-1.285608151	0.134235421
Meis2	1.033860286	0.134681998
Slamf1	0.671533937	0.135270059
Mgst1	-1.352931351	0.138982044
Mcm7	-0.509203897	0.139408387
B3galt1	1.774190338	0.140738734
Satb1	-0.766756595	0.140975999
Tsc22d1	0.478630185	0.142943968
Cpne8	1.028050486	0.14554465
Dsg2	0.469176908	0.149614245
Tc2n	0.949754282	0.155626148
Vldlr	1.396417545	0.157012
Syk	-0.611910475	0.157481317
Trpc1	0.417366121	0.166713633
Tsc22d1	0.454898112	0.1701982
Satb1	-0.675546129	0.173645885
Gstm1	0.502243135	0.179389957
Prnp	0.805309805	0.182255522
Tbc1d8	0.848553647	0.184733838
Myo1e	0.462947371	0.187022376
Id2	0.527254518	0.187822344
Satb1	-1.041125233	0.189212853
Tgm2	0.326700726	0.196636403
Cd37	-0.610131421	0.196903924
Mef2c	0.429747224	0.197695972
Pcdhb16	1.375558414	0.198289308
Ndn	0.382684181	0.200974337
Sfrp1	0.395568835	0.202966402
Runx1t1	2.024397925	0.203414085
Ddr1	0.371532053	0.20351614
Chrna7	-0.334724087	0.20846769
Mef2c	0.743718076	0.213511266
Cxcl16	0.342067603	0.220593079
Slamf1	0.789905876	0.220702153
Rorb	1.261245634	0.22147524
Lsp1	-0.343075613	0.223614227
Stom	0.418046169	0.22498827
Pcdhb16	0.508988745	0.227094722
Pdgfd	0.691576101	0.232765111
Vldlr	0.371679844	0.23407343
Asb4	0.369930392	0.239102204
Ntf3	0.317001674	0.240040605
Neo1	0.567296846	0.241580438
Mcm7	-0.537695408	0.245591026
Matn4	1.321208335	0.253158332
Satb1	-0.301372781	0.254629019
Maf	0.693199608	0.255205661
Pla2g4a	0.276601999	0.260535072
Bmpr1a	0.402583986	0.265161202
Tc2n	0.281128686	0.266246629
Ghr	0.985675872	0.266688033
Jam2	0.81753535	0.292795335
Flt3	-0.824236478	0.293091451
Tmem176a	0.552659871	0.293713722
S100a6	0.684820731	0.293901603
Plcl1	0.316159318	0.297780243
Cd9	0.406439717	0.307754056
Lpl	1.117426802	0.316007022
Tmem47	0.688526065	0.324838928
Ddr1	0.235878155	0.338674302
Myo1e	0.520991279	0.343838696
Il1rapl2	1.149973709	0.363563698
Ddr1	0.328551139	0.368855038
Lpl	0.357415778	0.375627559
Dennd5b	0.38472954	0.387279242
Ndrg1	0.499779823	0.388557751
Rassf4	-0.394145165	0.391911732
Camk1d	-0.365939678	0.396909099
Tm4sf1	0.215615481	0.399580631
Stom	0.358121749	0.405007284
Neo1	1.279075592	0.417675498
Ddr1	0.233743745	0.419606795
Tc2n	0.335337814	0.445497497
Fhdc1	0.585798024	0.45389764
Tmem56	0.196855939	0.457667019
Jam2	0.607582441	0.45777229
Jam2	-0.475545547	0.458284261
Plek	0.524888375	0.47851284
Gstm1	0.406706537	0.487631559
Ly6e	0.520347688	0.487852412
Ghr	0.225925528	0.497607916
Mmp14	0.25266757	0.521670751
Adgrg2	0.239498783	0.524320048
Alcam	0.815753034	0.525977368
Stxbp4	1.028749616	0.526183897
Bmpr1a	0.277234251	0.535199014
Nrk	-0.402281059	0.540339025
Tsc22d1	0.342708027	0.561224268
Serpinb8	-0.16513248	0.581939547
Arhgap29	0.60980564	0.5862191
Mcm5	-0.53677321	0.593577101
Gstm7	0.424255554	0.595554002
Kcnip3	0.27924283	0.599739688
Pgr	0.234586816	0.602500571
Tsc22d1	0.165366987	0.615669226
Tnfsf10	0.403018288	0.615690876
Gabra4	0.237664379	0.617240813
Nt5c3	-0.18681769	0.637585096
Camk1d	-0.520324512	0.64038984
Stxbp4	-0.199048643	0.666593963
Tmem56	0.177668982	0.671047793
Dnm3	0.234195515	0.671059653
B3galt1	0.132211239	0.67166812
Syk	-0.123611909	0.684776015
Pcdhb16	0.21783364	0.689611703
Evc	0.246117317	0.693034641
Prcp	-0.590506579	0.698216134
Anxa6	-0.354180268	0.700438108
Klrb1b	0.137950771	0.708801053
Hnf4a	0.193386152	0.713441442
Gstm7	-0.267632245	0.715945716
Zfp36	1.375351508	0.721755465
Syk	-0.383785214	0.723827393
Ptprk	0.108587352	0.727636018
Acsl4	0.289214664	0.740687426
Rassf4	-0.210607715	0.744548475
Stom	0.184959395	0.749808545
Arhgap30	-0.623396857	0.75555767
Dnm3	0.098484067	0.756338008
Cyyr1	0.145337198	0.759256704
Ptprk	-0.172693952	0.767679106
Cntn1	-0.14886252	0.775773119
Dnm3	0.147117138	0.781509887
Klrb1b	0.133897951	0.791218741
Lrrn1	-0.09225713	0.793282322
Rbpjl	0.195940459	0.809803881
Ndn	0.098776595	0.814427398
Hnf4a	-0.108031447	0.815374899
Myo1e	-0.166575515	0.818566623
Mmp14	0.152550708	0.838390278
Exoc6b	-0.107128117	0.838761575
Cntn1	-0.123856605	0.843892854
Dnm3	0.176251457	0.847410767
Abcb1b	0.103892638	0.862512983
Btg2	-0.397248357	0.866371507
Nrk	-0.129607236	0.870151005
Vmp1	0.176748135	0.880937719
Lsr	0.069973933	0.88197324
Zfp334	0.093229331	0.888751591
Mmrn1	-0.106070623	0.890390502
Acpp	-0.070665613	0.893877228
Fhl1	-0.074289671	0.895350863
Osmr	0.105276696	0.896987637
Phactr1	-0.087883666	0.909697672
Zswim5	-0.118503306	0.910041569
Acpp	0.058129361	0.910521259
Id2	0.091037147	0.918122229
Neo1	0.185610113	0.919002134
Gstm1	0.10438914	0.922911705
Jun	0.472030767	0.925397066
Dennd5b	0.06449732	0.927028356
Ptprk	0.045626157	0.929142062
Jun	0.560032353	0.929623746
Ndn	0.049551649	0.932450086
Satb1	0.048402052	0.932958064
Kcnip3	0.082536839	0.934446859
Maf	0.071917625	0.938503297
Tmem56	0.067738989	0.945075679
Phactr1	0.040193825	0.947234318
Stom	0.043536443	0.949472845
Pclo	-0.047655533	0.951378236
Osmr	0.041286001	0.953868042
Anxa6	-0.07715001	0.955862909
Pclo	0.029692113	0.958820848
Runx1t1	0.039421789	0.959106221
Arhgap29	-0.035209647	0.95962487
Bcl6	0.028231401	0.961274593
Sfrp1	0.032956246	0.962252507
Tmem215	-0.043689966	0.962252507
Pdgfd	-0.035640119	0.963100182
Klrb1b	-0.03314066	0.963100182
Lrrn1	0.032586311	0.965560727
Anxa6	-0.038215991	0.965635383
Arhgap30	-0.055688682	0.966071573
Stom	-0.026805108	0.966092562
Mgst1	-0.022860147	0.96983877
Dsg2	-0.022676983	0.969877666
Btg2	0.311228291	0.969907332
Ddr1	0.020493674	0.970372889
Ddr1	-0.052202335	0.970850467
Klrb1b	0.024517746	0.977893871
Tsc22d1	-0.054498508	0.980088605
Maf	-0.01521144	0.980499568
Ptprk	-0.029334742	0.981960537
Abat	0.022756329	0.983790537
Ppp1r16b	-0.012640136	0.985168626
Rbpjl	-0.01770962	0.986518059
Stom	0.009902141	0.988213417
Klrb1b	-0.008374256	0.990665771
Itgb3	0.016290003	0.991260668
Ndn	0.009714909	0.991260668
Dsg2	-0.003701023	0.996888922
Prcp	-0.003065733	0.998955093
