ENSMUSG00000102664.1	78	36	42
ENSMUSG00000101476.1	0	0	0
ENSMUSG00000101171.1	1	0	1
ENSMUSG00000025935.10	2308	1131	1177
ENSMUSG00000025937.6	693	331	362
ENSMUSG00000102982.1	83	39	44
ENSMUSG00000067813.3	0	0	0
ENSMUSG00000077368.1	0	0	0
ENSMUSG00000097711.1	6	4	2
ENSMUSG00000102166.1	0	0	0
ENSMUSG00000089358.1	0	0	0
ENSMUSG00000104209.1	2	2	0
ENSMUSG00000025932.14	1390	668	722
ENSMUSG00000095853.1	5	2	3
ENSMUSG00000102588.1	0	0	0
ENSMUSG00000054493.2	0	0	0
ENSMUSG00000025930.6	0	0	0
ENSMUSG00000103492.1	0	0	0
ENSMUSG00000081201.1	1	0	1
ENSMUSG00000082193.1	48	23	25
ENSMUSG00000032769.5	1	1	0
ENSMUSG00000088159.1	0	0	0
ENSMUSG00000073737.3	4	1	3
ENSMUSG00000092083.4	81	35	46
ENSMUSG00000102937.1	3	3	0
ENSMUSG00000104149.1	4	3	1
ENSMUSG00000088829.1	0	0	0
ENSMUSG00000077377.1	0	0	0
ENSMUSG00000101652.1	0	0	0
ENSMUSG00000100814.1	0	0	0
ENSMUSG00000025925.14	1218	557	661
ENSMUSG00000104379.1	6	95	83
ENSMUSG00000032719.4	168	169	171
ENSMUSG00000088943.1	0	0	0
ENSMUSG00000100652.1	0	0	0
ENSMUSG00000067795.13	0	0	0
ENSMUSG00000043716.13	58907	27689	31218
ENSMUSG00000025921.7	368	172	196
ENSMUSG00000104165.1	0	0	0
ENSMUSG00000100868.1	0	0	0
ENSMUSG00000025920.19	918	426	492
ENSMUSG00000089982.7	0	0	0
ENSMUSG00000025939.18	1007	499	545
ENSMUSG00000102457.1	0	37	0
ENSMUSG00000079658.9	1392	658	734
ENSMUSG00000097744.1	0	0	0
ENSMUSG00000100959.1	0	0	0
ENSMUSG00000025940.6	220	90	130
ENSMUSG00000025779.10	121	56	65
ENSMUSG00000100093.1	0	0	0
ENSMUSG00000091020.3	4	2	2
ENSMUSG00000101640.1	0	0	0
ENSMUSG00000104133.1	0	0	0
ENSMUSG00000042686.5	2	0	2
ENSMUSG00000100110.1	0	0	0
ENSMUSG00000025777.8	16	5	11
ENSMUSG00000099899.1	0	0	0
ENSMUSG00000100272.1	0	0	0
ENSMUSG00000100398.1	1	1	0
ENSMUSG00000101589.1	17	10	7
ENSMUSG00000102048.1	0	0	0
ENSMUSG00000089534.1	0	0	0
ENSMUSG00000067780.3	1	1	0
ENSMUSG00000100053.1	32	18	14
ENSMUSG00000085125.7	289	188	210
ENSMUSG00000025776.13	919	494	534
ENSMUSG00000099895.1	8	6	2
ENSMUSG00000100554.1	3	1	2
ENSMUSG00000099473.1	0	0	0
ENSMUSG00000099591.1	0	0	0
ENSMUSG00000109887.1	0	0	0
ENSMUSG00000102001.1	0	0	0
ENSMUSG00000101717.2	0	0	0
ENSMUSG00000025774.14	0	0	0
ENSMUSG00000070977.4	0	0	0
ENSMUSG00000073735.1	0	0	0
ENSMUSG00000067773.6	0	0	0
ENSMUSG00000101685.1	2	1	1
ENSMUSG00000101306.1	0	0	0
ENSMUSG00000088800.1	0	0	0
ENSMUSG00000101644.1	0	0	0
ENSMUSG00000099433.1	0	0	0
ENSMUSG00000089787.2	0	0	0
ENSMUSG00000042596.7	0	0	0
ENSMUSG00000100720.1	18	8	10
ENSMUSG00000025927.13	1	1	0
ENSMUSG00000100538.1	0	0	0
ENSMUSG00000101117.1	0	0	0
ENSMUSG00000100204.1	5	4	1
ENSMUSG00000084668.1	0	0	0
ENSMUSG00000102597.1	0	0	0
ENSMUSG00000043760.16	0	0	0
ENSMUSG00000104095.1	0	0	0
ENSMUSG00000089914.2	0	0	0
ENSMUSG00000090142.2	19	9	10
ENSMUSG00000070175.1	0	0	0
ENSMUSG00000099906.2	0	0	0
ENSMUSG00000065559.1	0	0	0
ENSMUSG00000065480.1	0	0	0
ENSMUSG00000025929.4	0	0	0
ENSMUSG00000041872.9	4	0	4
ENSMUSG00000041859.10	2823	1362	1461
ENSMUSG00000099714.1	0	0	0
ENSMUSG00000102121.1	0	0	0
ENSMUSG00000088858.1	0	0	0
ENSMUSG00000097934.1	58	25	33
ENSMUSG00000025931.15	252	121	131
ENSMUSG00000077314.1	0	0	0
ENSMUSG00000100929.1	0	0	0
ENSMUSG00000041809.5	59	18	41
ENSMUSG00000041779.5	348	172	176
ENSMUSG00000099971.1	0	0	0
ENSMUSG00000100819.1	8	3	5
ENSMUSG00000025933.15	176	72	104
ENSMUSG00000102633.1	1	1	0
ENSMUSG00000025934.15	29	16	13
ENSMUSG00000099343.1	0	0	0
ENSMUSG00000096375.2	1	0	1
ENSMUSG00000025936.15	0	0	0
ENSMUSG00000093963.1	0	0	0
ENSMUSG00000067750.3	0	0	0
ENSMUSG00000086194.1	0	0	0
ENSMUSG00000094436.1	0	0	0
ENSMUSG00000041722.7	0	0	0
ENSMUSG00000085507.1	0	0	0
ENSMUSG00000094926.1	0	0	0
ENSMUSG00000085079.3	0	0	0
ENSMUSG00000085679.2	0	0	0
ENSMUSG00000028033.16	68	27	45
ENSMUSG00000104138.1	41	15	26
ENSMUSG00000082935.3	64	25	39
ENSMUSG00000103748.1	14	7	7
ENSMUSG00000097109.1	11	13	2
ENSMUSG00000099692.1	0	0	0
ENSMUSG00000100418.1	0	0	0
ENSMUSG00000041670.16	0	0	0
ENSMUSG00000097642.1	0	0	0
ENSMUSG00000101468.1	0	0	0
ENSMUSG00000101227.1	0	0	0
ENSMUSG00000073730.2	0	0	0
ENSMUSG00000089553.1	0	0	0
ENSMUSG00000102766.1	0	0	0
ENSMUSG00000065405.3	0	0	0
ENSMUSG00000097970.1	0	0	0
ENSMUSG00000065567.1	0	0	0
ENSMUSG00000100775.1	0	0	0
ENSMUSG00000101226.1	0	0	0
ENSMUSG00000026158.11	910	438	472
ENSMUSG00000097920.1	1	1	0
ENSMUSG00000099503.1	0	0	0
ENSMUSG00000026156.8	6	99	112
ENSMUSG00000026155.13	47	126	126
ENSMUSG00000026154.4	917	462	622
ENSMUSG00000102495.1	1	149	19
ENSMUSG00000026153.15	124	62	62
ENSMUSG00000102398.1	0	0	0
ENSMUSG00000097670.1	0	0	0
ENSMUSG00000026147.16	0	0	0
ENSMUSG00000026141.13	0	0	0
ENSMUSG00000077463.1	0	0	0
ENSMUSG00000099997.1	27	13	14
ENSMUSG00000100131.1	102	44	58
ENSMUSG00000067736.2	5	0	5
ENSMUSG00000101939.1	12	4	8
ENSMUSG00000101111.1	948	419	529
ENSMUSG00000100862.1	846	370	476
ENSMUSG00000102070.1	528	227	301
ENSMUSG00000101249.1	927	430	497
ENSMUSG00000073725.8	1631	766	865
ENSMUSG00000100808.1	0	0	0
ENSMUSG00000100483.1	0	0	0
ENSMUSG00000100450.1	0	0	0
ENSMUSG00000099392.1	0	0	0
ENSMUSG00000033569.17	0	0	0
ENSMUSG00000080849.1	0	0	0
ENSMUSG00000104257.1	0	0	0
ENSMUSG00000096866.1	0	0	0
ENSMUSG00000102296.1	0	0	0
ENSMUSG00000103209.1	0	0	0
ENSMUSG00000104027.1	0	0	0
ENSMUSG00000102407.1	0	0	0
ENSMUSG00000103214.1	0	0	0
ENSMUSG00000104100.1	0	0	0
ENSMUSG00000084740.1	0	0	0
ENSMUSG00000103889.1	0	0	0
ENSMUSG00000101301.1	0	0	0
ENSMUSG00000104221.1	0	0	0
ENSMUSG00000102250.1	0	0	0
ENSMUSG00000102317.1	0	0	0
ENSMUSG00000103563.1	0	0	0
ENSMUSG00000102465.1	0	0	0
ENSMUSG00000102659.1	0	0	0
ENSMUSG00000103924.1	0	0	0
ENSMUSG00000104132.1	0	0	0
ENSMUSG00000102747.1	0	0	0
ENSMUSG00000102386.1	0	0	0
ENSMUSG00000103004.1	0	0	0
ENSMUSG00000104516.1	0	0	0
ENSMUSG00000101618.1	0	0	0
ENSMUSG00000099458.1	0	0	0
ENSMUSG00000088111.1	0	0	0
ENSMUSG00000073722.3	2	0	2
ENSMUSG00000095256.1	0	0	0
ENSMUSG00000100310.1	0	0	0
ENSMUSG00000101514.1	0	0	0
ENSMUSG00000101033.1	0	0	0
ENSMUSG00000101372.1	0	0	0
ENSMUSG00000103241.1	0	0	0
ENSMUSG00000086240.4	32	15	17
ENSMUSG00000048411.4	0	0	0
ENSMUSG00000081557.2	3	1	2
ENSMUSG00000058590.2	0	0	0
ENSMUSG00000101235.1	0	0	0
ENSMUSG00000064433.1	0	0	0
ENSMUSG00000080625.1	0	0	0
ENSMUSG00000080391.1	0	0	0
ENSMUSG00000099257.1	0	0	0
ENSMUSG00000099492.1	200	86	114
ENSMUSG00000101726.1	0	0	0
ENSMUSG00000096829.1	0	0	0
ENSMUSG00000098883.1	0	0	0
ENSMUSG00000053185.2	0	0	0
ENSMUSG00000100261.1	3	0	3
ENSMUSG00000101180.1	0	0	0
ENSMUSG00000048874.15	982	473	509
ENSMUSG00000103783.1	2	2	0
ENSMUSG00000104315.1	30	16	14
ENSMUSG00000026064.16	2	0	2
ENSMUSG00000117310.1	0	0	0
ENSMUSG00000117091.1	0	0	0
ENSMUSG00000086726.3	0	0	0
ENSMUSG00000086727.8	0	0	0
ENSMUSG00000100237.1	0	0	0
ENSMUSG00000098529.1	0	0	0
ENSMUSG00000100910.1	0	0	0
ENSMUSG00000099796.1	0	0	0
ENSMUSG00000050217.13	0	0	0
ENSMUSG00000026063.4	0	0	0
ENSMUSG00000077664.1	0	0	0
ENSMUSG00000100205.1	0	0	0
ENSMUSG00000100592.1	0	0	0
ENSMUSG00000094215.2	0	0	0
ENSMUSG00000101093.1	0	0	0
ENSMUSG00000070960.4	3	2	1
ENSMUSG00000088620.1	0	0	0
ENSMUSG00000082159.2	0	0	0
ENSMUSG00000026058.11	9	4	5
ENSMUSG00000064688.1	0	0	0
ENSMUSG00000103482.1	0	0	0
ENSMUSG00000104498.1	0	0	0
ENSMUSG00000104313.1	0	0	0
ENSMUSG00000102865.1	0	0	0
ENSMUSG00000102321.1	0	0	0
ENSMUSG00000091318.2	0	0	0
ENSMUSG00000089489.1	0	0	0
ENSMUSG00000104433.1	0	0	0
ENSMUSG00000089395.1	0	0	0
ENSMUSG00000102926.1	0	0	0
ENSMUSG00000100497.1	0	0	0
ENSMUSG00000102917.1	0	0	0
ENSMUSG00000100481.1	2	2	0
ENSMUSG00000100590.1	0	0	0
ENSMUSG00000088750.1	0	0	0
ENSMUSG00000104230.1	0	0	0
ENSMUSG00000101754.2	0	0	0
ENSMUSG00000065223.1	0	0	0
ENSMUSG00000100318.2	0	0	0
ENSMUSG00000101612.2	0	0	0
ENSMUSG00000065260.1	0	0	0
ENSMUSG00000026134.11	340	162	178
ENSMUSG00000101682.1	3	1	2
ENSMUSG00000102714.1	2	0	2
ENSMUSG00000102093.1	0	0	0
ENSMUSG00000103746.1	39	20	19
ENSMUSG00000102198.1	0	0	0
ENSMUSG00000004768.14	218	110	108
ENSMUSG00000042215.8	735	433	407
ENSMUSG00000103072.1	2	55	52
ENSMUSG00000042197.13	1013	475	538
ENSMUSG00000081402.4	8	5	3
ENSMUSG00000042182.16	2	1	1
ENSMUSG00000104416.1	0	0	0
ENSMUSG00000026131.18	2758	1422	1483
ENSMUSG00000103596.1	1	1	0
ENSMUSG00000099382.1	0	0	0
ENSMUSG00000084506.1	0	0	0
ENSMUSG00000103364.1	115	59	56
ENSMUSG00000105982.1	2	2	0
ENSMUSG00000096992.3	1	48	73
ENSMUSG00000103001.1	1	15	13
ENSMUSG00000104397.1	0	0	0
ENSMUSG00000102839.1	1	1	0
ENSMUSG00000101206.1	0	0	0
ENSMUSG00000101462.2	5	3	2
ENSMUSG00000102336.1	28	14	14
ENSMUSG00000092852.1	0	0	0
ENSMUSG00000042111.9	1461	705	756
ENSMUSG00000101711.1	0	383	384
ENSMUSG00000026127.13	2591	1618	1740
ENSMUSG00000026126.15	2136	2265	2983
ENSMUSG00000100280.2	114	1840	1384
ENSMUSG00000101223.6	238	128	112
ENSMUSG00000026125.9	3	1	2
ENSMUSG00000101116.1	0	0	0
ENSMUSG00000026124.4	15	7	8
ENSMUSG00000101803.1	0	0	0
ENSMUSG00000037529.13	0	0	0
ENSMUSG00000045815.4	0	0	0
ENSMUSG00000045174.10	0	0	0
ENSMUSG00000100524.1	0	0	0
ENSMUSG00000102499.1	0	0	0
ENSMUSG00000103521.1	0	0	0
ENSMUSG00000104098.1	0	0	0
ENSMUSG00000037509.21	45	55	37
ENSMUSG00000102537.1	0	0	0
ENSMUSG00000102612.1	0	0	0
ENSMUSG00000118272.1	0	0	0
ENSMUSG00000104002.2	1	3	5
ENSMUSG00000037503.12	1058	526	574
ENSMUSG00000104358.1	6	4	4
ENSMUSG00000026123.11	4465	2228	2237
ENSMUSG00000103716.1	0	0	0
ENSMUSG00000103548.1	3	0	3
ENSMUSG00000103760.1	0	0	0
ENSMUSG00000103997.1	0	0	0
ENSMUSG00000077231.1	0	0	0
ENSMUSG00000104417.1	0	0	0
ENSMUSG00000064601.1	0	0	0
ENSMUSG00000101714.1	0	0	0
ENSMUSG00000102531.1	0	0	0
ENSMUSG00000103096.1	0	0	0
ENSMUSG00000102279.1	0	0	0
ENSMUSG00000103708.1	0	0	0
ENSMUSG00000104201.1	0	0	0
ENSMUSG00000102434.1	0	0	0
ENSMUSG00000045216.7	160	125	139
ENSMUSG00000104523.1	0	53	49
ENSMUSG00000102202.1	6	3	3
ENSMUSG00000037470.14	1185	586	603
ENSMUSG00000098752.1	0	0	0
ENSMUSG00000047180.8	2732	1335	1437
ENSMUSG00000037447.16	1032	528	505
ENSMUSG00000102762.1	2	2	0
ENSMUSG00000010453.12	2723	1393	1356
ENSMUSG00000098680.1	0	0	0
ENSMUSG00000037432.15	98	52	52
ENSMUSG00000001143.13	1106	547	586
ENSMUSG00000037408.10	1593	887	796
ENSMUSG00000104316.1	0	0	0
ENSMUSG00000106081.1	0	0	0
ENSMUSG00000001138.13	396	204	230
ENSMUSG00000102845.1	0	18	20
ENSMUSG00000067653.12	28	16	12
ENSMUSG00000109510.1	13	9	4
ENSMUSG00000079610.9	484	210	274
ENSMUSG00000026121.13	67	30	37
ENSMUSG00000087589.3	2	3	2
ENSMUSG00000046337.17	2	1	4
ENSMUSG00000089906.1	1	1	0
ENSMUSG00000077939.1	0	0	0
ENSMUSG00000061518.11	1593	651	942
ENSMUSG00000037351.9	2589	1269	1320
ENSMUSG00000102416.4	0	0	0
ENSMUSG00000104237.1	0	0	0
ENSMUSG00000026117.10	0	0	0
ENSMUSG00000097291.1	0	0	0
ENSMUSG00000026116.11	686	342	344
ENSMUSG00000103016.1	0	0	0
ENSMUSG00000102930.1	56	27	29
ENSMUSG00000103159.1	12	6	6
ENSMUSG00000080054.3	13	9	4
ENSMUSG00000095944.1	3	2	1
ENSMUSG00000050122.18	4	1	3
ENSMUSG00000103603.1	0	0	0
ENSMUSG00000026114.14	0	0	0
ENSMUSG00000102231.1	0	0	0
ENSMUSG00000026113.17	2653	1340	1313
ENSMUSG00000086064.1	6	6	0
ENSMUSG00000102879.1	0	0	0
ENSMUSG00000026112.7	2957	1425	1532
ENSMUSG00000026111.15	671	299	372
ENSMUSG00000026110.15	255	117	138
ENSMUSG00000103948.1	7	2	5
ENSMUSG00000087233.1	6	4	2
ENSMUSG00000026090.16	2	1	1
ENSMUSG00000089767.1	0	0	0
ENSMUSG00000104365.1	0	0	0
ENSMUSG00000102650.1	0	0	0
ENSMUSG00000060771.14	233	104	129
ENSMUSG00000097268.1	2	1	1
ENSMUSG00000037216.5	205	155	149
ENSMUSG00000026088.15	785	400	493
ENSMUSG00000026087.11	1909	864	1053
ENSMUSG00000061584.6	0	0	0
ENSMUSG00000087374.1	0	0	0
ENSMUSG00000026085.11	0	0	0
ENSMUSG00000089141.1	0	0	0
ENSMUSG00000058407.12	2243	1039	1204
ENSMUSG00000026083.12	2182	1064	1302
ENSMUSG00000026082.11	206	194	195
ENSMUSG00000103804.1	0	0	0
ENSMUSG00000102716.1	0	0	0
ENSMUSG00000037138.17	702	317	385
ENSMUSG00000085391.1	39	18	21
ENSMUSG00000085280.1	26	13	13
ENSMUSG00000087131.7	43	21	22
ENSMUSG00000102984.1	17	9	8
ENSMUSG00000102541.1	0	0	0
ENSMUSG00000103531.1	0	0	0
ENSMUSG00000048814.10	45	25	20
ENSMUSG00000026080.13	241	120	121
ENSMUSG00000103647.1	0	0	0
ENSMUSG00000102447.1	0	0	0
ENSMUSG00000067604.8	0	0	0
ENSMUSG00000026078.10	1725	797	929
ENSMUSG00000103046.1	47	16	31
ENSMUSG00000104188.1	0	0	0
ENSMUSG00000103182.1	0	0	1
ENSMUSG00000098833.1	0	0	0
ENSMUSG00000026077.15	23	10	13
ENSMUSG00000092553.1	3	2	1
ENSMUSG00000092563.1	2	1	1
ENSMUSG00000073702.11	11921	4501	7553
ENSMUSG00000003134.10	451	285	299
ENSMUSG00000102607.1	1	1	0
ENSMUSG00000065629.2	0	0	0
ENSMUSG00000104827.1	0	0	0
ENSMUSG00000003135.15	59	30	29
ENSMUSG00000085894.1	17	9	8
ENSMUSG00000077704.1	7	3	4
ENSMUSG00000048234.13	69	39	30
ENSMUSG00000064936.1	0	0	0
ENSMUSG00000102471.1	8	4	4
ENSMUSG00000050967.5	0	0	0
ENSMUSG00000097083.1	0	0	0
ENSMUSG00000057173.8	72	32	40
ENSMUSG00000091937.3	0	0	0
ENSMUSG00000101634.6	0	0	0
ENSMUSG00000026074.15	344	148	196
ENSMUSG00000102985.1	1	1	0
ENSMUSG00000026073.13	55	31	24
ENSMUSG00000097899.2	33	17	16
ENSMUSG00000102975.1	0	0	0
ENSMUSG00000026072.12	149	74	75
ENSMUSG00000103560.1	6	3	3
ENSMUSG00000070942.8	211	106	105
ENSMUSG00000103230.1	1	1	0
ENSMUSG00000026069.15	0	0	0
ENSMUSG00000026070.15	62	28	34
ENSMUSG00000026068.11	296	144	152
ENSMUSG00000104441.1	0	0	0
ENSMUSG00000026065.8	0	0	0
ENSMUSG00000102676.1	0	0	0
ENSMUSG00000026062.12	16	6	10
ENSMUSG00000103679.1	2	1	1
ENSMUSG00000103270.1	2	36	36
ENSMUSG00000041945.12	39	60	49
ENSMUSG00000079588.3	4	1	3
ENSMUSG00000094136.2	0	0	0
ENSMUSG00000104072.1	0	0	0
ENSMUSG00000100185.1	0	0	0
ENSMUSG00000100832.1	0	0	0
ENSMUSG00000100178.1	0	0	0
ENSMUSG00000101877.1	0	0	0
ENSMUSG00000053640.2	0	0	0
ENSMUSG00000101919.1	0	0	0
ENSMUSG00000101299.2	0	0	0
ENSMUSG00000100180.1	0	0	0
ENSMUSG00000103106.1	0	0	0
ENSMUSG00000060424.14	0	1	0
ENSMUSG00000104199.1	0	0	0
ENSMUSG00000093436.6	0	0	0
ENSMUSG00000045515.3	0	0	0
ENSMUSG00000097063.3	0	0	0
ENSMUSG00000099784.1	0	0	0
ENSMUSG00000060679.14	1392	646	747
ENSMUSG00000077448.1	1	0	1
ENSMUSG00000041907.9	0	0	0
ENSMUSG00000089088.1	0	0	0
ENSMUSG00000070939.9	304	136	168
ENSMUSG00000100269.1	0	0	0
ENSMUSG00000041878.3	5	4	1
ENSMUSG00000010290.7	739	345	394
ENSMUSG00000008136.14	24	16	8
ENSMUSG00000094497.1	3	1	2
ENSMUSG00000099576.1	0	0	0
ENSMUSG00000099694.1	0	0	0
ENSMUSG00000101923.1	3	2	1
ENSMUSG00000066877.11	160	74	86
ENSMUSG00000103422.1	3	1	2
ENSMUSG00000103945.1	23	10	13
ENSMUSG00000026051.8	2	1	1
ENSMUSG00000100764.1	2	2	0
ENSMUSG00000100635.1	1	1	0
ENSMUSG00000100480.1	6	3	3
ENSMUSG00000057363.12	802	401	401
ENSMUSG00000090243.1	9	3	6
ENSMUSG00000100701.1	13	7	6
ENSMUSG00000101395.1	0	0	0
ENSMUSG00000088848.1	0	0	0
ENSMUSG00000095757.1	0	0	0
ENSMUSG00000041763.14	1889	901	988
ENSMUSG00000047343.4	2	1	1
ENSMUSG00000090106.1	0	0	0
ENSMUSG00000091844.1	0	0	0
ENSMUSG00000026049.11	279	148	131
ENSMUSG00000101104.6	0	0	0
ENSMUSG00000026047.13	1095	535	560
ENSMUSG00000041684.11	828	419	409
ENSMUSG00000026048.16	520	248	272
ENSMUSG00000046828.3	0	0	0
ENSMUSG00000089703.1	0	0	0
ENSMUSG00000100966.1	0	0	0
ENSMUSG00000100769.1	0	0	0
ENSMUSG00000101567.1	1	0	1
ENSMUSG00000056870.9	539	258	281
ENSMUSG00000102319.1	6	2	4
ENSMUSG00000089877.1	8	4	4
ENSMUSG00000101701.1	4	2	2
ENSMUSG00000103071.1	3	1	2
ENSMUSG00000100434.1	0	0	0
ENSMUSG00000100013.1	0	0	0
ENSMUSG00000101251.1	0	0	0
ENSMUSG00000101937.1	1	1	0
ENSMUSG00000026043.18	0	0	0
ENSMUSG00000105211.1	0	0	0
ENSMUSG00000026042.16	0	0	0
